Position	Strand	Type	Locus	Product	EGDe_37C_TSS	sigB	prfA	EGDe_30C	EGDe_minusO2	EGDe_Stat	EGDe_Complete_TSS
1026349	+	Upstream	lmo0996	methylated-DNA-protein-cystein methyltransferase	11	22	10	7	10	4	64
1029110	-	Upstream	lmo0997	ATP-dependent protease	2	5	0	0	0	0	7
1029852	-	Upstream	lmo0998	hypothetical protein	5	8	5	21	48	16	103
1029948	+	Upstream	lmo0999	hypothetical protein	0	0	0	2	3	0	5
1032253	-	Upstream	lmo1000	phytoene dehydrogenase	3	10	6	12	4	14	49
1032628	-	Upstream	lmo1001	YkvS	15	5	3	0	8	0	31
1032846	+	Upstream	lmo1002	phosphocarrier protein HPr	769	563	184	308	405	91	2320
1032895	+	Upstream	lmo1002	phosphocarrier protein HPr	3	0	2	0	4	0	9
1032910	+	Upstream	lmo1002	phosphocarrier protein HPr	9	16	9	3	5	5	47
1034992	+	Upstream	lmo1004	hypothetical protein	0	0	0	0	3	0	3
1038276	+	Upstream	lmo1007	hypothetical protein	4	0	3	2	4	0	13
1038728	+	Upstream	lmo1008	YkuJ protein	31	42	18	40	94	125	350
1038736	+	Upstream	lmo1008	YkuJ protein	31	29	21	75	247	93	496
1039220	+	Upstream	lmo1009	YkuL protein	4	3	0	9	66	3	85
1040644	+	Upstream	lmo1011	tetrahydrodipicolinate succinylase	65	27	33	33	60	30	248
1043506	-	Upstream	lmo1013	YkuT protein	2	0	0	4	0	2	8
1043515	-	Upstream	lmo1013	YkuT protein	30	105	47	142	709	324	1357
1043739	+	Upstream	lmo1014	highly glycine betaine ABC transporter ATP-binding protein	27	19	2	44	41	11	144
1043754	+	Upstream	lmo1014	highly glycine betaine ABC transporter ATP-binding protein	5	0	2	0	0	0	7
1046857	+	Upstream	lmo1017	phosphotransferase system glucose-specific enzyme IIA	24	20	4	20	57	22	147
1047462	+	Upstream	lmo1018	E. coli copper homeostasis protein CutC	146	147	46	21	14	25	399
1050345	+	Middle	lmo1021	YvqE two-component sensor histidine kinase in particular YvqE protein	0	6	2	0	5	0	13
1052472	+	Upstream	lmo1024	hypothetical protein	45	104	60	323	1182	492	2206
1057348	-	Upstream	lmo1028	YkzG protein	9	17	3	3	29	0	61
1057503	-	Upstream	lmo1028	YkzG protein	0	0	0	0	2	5	7
1057621	-	Intergenic	NA	NA	13	22	5	10	39	13	102
1057719	+	Upstream	lmo1029	hypothetical protein	14	7	3	4	16	3	47
1059639	-	Upstream	lmo1030	transcriptional regulator- LacI family	0	0	0	4	4	0	8
1070519	-	Upstream	lmo1040	molybdenum ABC transporters permease	0	4	0	7	4	3	18
1070575	+	Upstream	lmo1041	molybdate ABC transporter binding protein	4	4	0	2	9	3	22
1071419	+	Upstream	lmo1042	molybdopterin biosynthesis protein moeA	9	21	4	4	14	18	70
1076875	-	Upstream	lmo1049	MoeE   molybdopterin biosynthesis protein	5	4	2	22	10	41	84
1076964	+	Upstream	lmo1050	YdfE protein	8	8	0	0	0	0	16
1076975	+	Upstream	lmo1050	YdfE protein	4	12	3	0	0	0	19
1078174	-	Upstream	lmo1051	peptide deformylase	69	80	35	23	44	17	268
1078743	+	Upstream	lmo1052	pdhA alpha sub pyruvate dehydrogenase E1 alpha subunit	9	0	0	0	0	0	9
1078929	+	Upstream	lmo1052	pdhA alpha sub pyruvate dehydrogenase E1 alpha subunit	2	0	0	2	0	0	4
1081085	+	Upstream	lmo1054	pdhC di-hydrolipoamide acetyltransferase	4	0	0	0	0	0	4
1084371	+	Upstream	lmo1056	hypothetical protein	3	2	0	5	26	0	36
1084826	+	Upstream	lmo1057	L-lactate dehydrogenase	57	65	19	83	69	175	468
1084827	+	Upstream	lmo1057	L-lactate dehydrogenase	4	0	0	0	0	2	6
1086755	+	Upstream	lmo1060	transcription response regulator	0	3	0	0	3	0	6
1092204	-	Upstream	lmo1064	membrane and transport proteins	0	0	0	2	4	0	6
1092215	-	Upstream	lmo1064	membrane and transport proteins	11	10	3	58	166	10	258
1092896	-	Upstream	lmo1065	YktB protein	8	7	4	6	3	5	33
1092974	+	Upstream	lmo1066	extragenic suppressor protein SuhB and to myo-inositol-1or 4-monophosphatase	27	42	25	22	65	8	189
1093855	+	Upstream	lmo1067	GTP-binding elongation factor	2	3	2	10	43	0	60
1095902	+	Upstream	lmo1068	hypothetical protein	493	0	229	66	71	95	954
1095935	+	Upstream	lmo1068	hypothetical protein	6	0	0	0	0	4	10
1095952	+	Upstream	lmo1068	hypothetical protein	527	477	149	138	461	278	2030
1097132	-	Upstream	lmo1069	YlaI protein	30	30	15	20	52	19	166
1097240	+	Upstream	lmo1070	YlaN protein  depletion of this protein in Bacillus subtilis results in defects in cell morphology crystal structure of Staphylococcus protein shows homodimer putative ligand binding protein	114	93	17	22	41	2	289
1097738	+	Upstream	lmo1071	cell-division protein RodA and FtsW	4	14	6	0	13	8	45
1099148	+	Upstream	lmo1072	pyruvate carboxylase	139	150	34	27	61	29	440
1099184	+	Upstream	lmo1072	pyruvate carboxylase	2	7	0	2	0	0	11
1099208	+	Upstream	lmo1072	pyruvate carboxylase	0	0	0	0	0	3	3
1101798	+	Middle	lmo1072	pyruvate carboxylase	2	3	2	0	0	2	9
1102148	+	Middle	lmo1072	pyruvate carboxylase	0	0	0	2	6	19	27
1106006	+	Upstream	lmo1076	autolysin EC 3.5.1.28 N-acetylmuramoyl-L-alanine amidase	16	24	9	9	16	4	78
1110601	-	Upstream	lmo1078	putative UDP-glucose pyrophosphorylases	8	11	5	4	38	8	74
1110743	+	Upstream	lmo1079	YfhO protein	23	27	19	151	683	45	948
1113735	+	Upstream	lmo1080	minor teichoic acids biosynthesis protein GgaB	3	0	0	2	15	0	20
1118992	+	Middle	lmo1085	teichoic acid biosynthesis protein B	2	3	0	2	17	15	39
1121064	+	Upstream	lmo1086	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	146	134	37	47	90	31	485
1121081	+	Upstream	lmo1086	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	8	0	0	0	2	0	10
1121098	+	Upstream	lmo1086	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	4	6	0	0	3	0	13
1126655	+	Upstream	lmo1092	nicotinate phosphoribosyltransferase	9	4	4	3	0	0	20
1127929	+	Middle	lmo1092	nicotinate phosphoribosyltransferase	7	10	2	0	0	0	19
1129898	+	Upstream	lmo1096	GMP synthase	76	76	21	234	224	21	652
1133029	-	Intergenic	NA	NA	15	16	4	0	24	7	66
1136642	-	Upstream	lmo1100	cadmium resistance protein	31	41	4	9	9	7	101
1137917	-	Upstream	lmo1102	cadmium efflux system accessory proteins	5	5	0	2	4	0	16
1152963	+	Upstream	lmo1116	regulatory proteins	17	32	9	9	17	7	91
1153822	+	Upstream	lmo1117	hypothetical protein	10	4	0	0	3	0	17
1157289	-	Upstream	lmo1119	methylases	3	6	2	0	3	0	14
1159877	+	Intergenic	NA	NA	2	0	0	2	0	0	4
1160115	+	Upstream	lmo1125	hypothetical protein	105	187	66	43	79	54	534
1164117	+	Upstream	lmo1131	ABC transporters- ATP-binding proteins	42	26	27	263	5	3	366
1167989	+	Upstream	lmo1134	regulatory proteins	19	22	2	0	5	4	52
1172688	-	Upstream	lmo1138	ATP-dependent Clp protease proteolytic subunit	217	205	29	35	73	33	592
1173620	+	Upstream	lmo1141	uroporphyrin-III C-methyltransferase	2	7	0	2	3	0	14
1174216	+	Upstream	lmo1142	Salmonella enterica PduS protein	3	2	0	0	0	0	5
1176272	+	Upstream	lmo1144	Salmonelle enterica PduU protein	2	4	2	3	4	0	15
1179807	+	Intergenic	NA	NA	24	37	12	328	713	60	1174
1181075	-	Upstream	lmo1150	transcriptional regulator PocR	5	3	8	0	3	0	19
1195985	+	Middle	lmo1168	acetate kinase	0	6	0	0	2	0	8
1198094	+	Intergenic	NA	NA	8	12	5	51	94	20	190
1198108	+	Intergenic	NA	NA	54	144	19	89	134	88	528
1198118	+	Intergenic	NA	NA	0	2	2	37	68	19	128
1199848	+	Intergenic	NA	NA	26	71	67	222	175	143	704
1215705	-	Upstream	lmo1189	transcriptional regulator	286	218	76	35	84	10	709
1231165	+	Middle	lmo1208	cobyric acid synthase	3	11	5	9	23	29	80
1233372	-	Middle	lmo1211	hypothetical protein	0	0	0	3	7	2	12
1233398	-	Middle	lmo1211	hypothetical protein	0	0	0	7	12	0	19
1233840	-	Upstream	lmo1211	hypothetical protein	3	0	0	3	3	0	9
1234437	+	Upstream	lmo1213	hypothetical protein	20	23	5	0	2	2	52
1235634	+	Upstream	lmo1215	N-acetylmuramoyl-L-alanine amidase autolysin	23	36	32	11	45	11	158
1237909	+	Upstream	lmo1217	endo-1-4-beta-glucanase and to aminopeptidase	112	149	71	104	9	64	509
1237910	+	Upstream	lmo1217	endo-1-4-beta-glucanase and to aminopeptidase	10	26	7	10	0	8	61
1239035	+	Upstream	lmo1218	rRNA methylase	2	2	2	0	0	0	6
1240230	-	Upstream	lmo1219	hypothetical protein	6	5	0	0	3	0	14
1240345	+	Upstream	lmo1220	hypothetical protein	14	22	16	7	9	17	85
1240764	+	Upstream	NA	NA	69	38	15	40	24	27	213
1244641	+	Upstream	lmo1223	ABC transporter- ATP-binding proteins	56	93	44	15	20	18	246
1248871	+	Upstream	lmo1225	transcriptional regulator MarR family.	5	6	4	5	21	7	48
1252639	+	Upstream	lmo1227	uracil-DNA glycosylase	21	12	5	9	25	27	99
1254325	-	Upstream	lmo1228	ribonuclease HIII	3	0	0	0	0	0	3
1254419	+	Upstream	lmo1229	YshA protein	56	65	40	31	71	27	290
1259502	+	Upstream	lmo1233	thioredoxin	962	937	306	117	34	41	2397
1259529	+	Upstream	lmo1233	thioredoxin	0	4	0	0	0	0	4
1261879	+	Upstream	lmo1235	aspartate kinase	23	63	20	14	61	19	200
1263663	-	Middle	lmo1236	YslB protein	61	71	32	47	64	36	311
1263784	+	Upstream	lmo1237	glutamate racemase	81	153	50	120	221	73	698
1263793	+	Upstream	lmo1237	glutamate racemase	3	3	0	0	3	0	9
1263827	+	Upstream	lmo1237	glutamate racemase	0	2	0	0	4	0	6
1266040	+	Upstream	lmo1240	YsnB protein	3	3	0	0	0	0	6
1266675	+	Upstream	lmot17	tRNA-Arg	35	62	65	527	507	206	1402
1267078	+	Upstream	lmo1241	hypothetical protein	0	0	0	2	0	10	12
1267080	+	Upstream	lmo1241	hypothetical protein	35	0	12	70	43	144	304
1269158	-	Upstream	lmo1242	YdeI protein	2	3	0	0	8	0	13
1269717	-	Upstream	lmo1243	hypothetical protein	0	2	0	0	7	0	9
1269809	+	Upstream	lmo1244	weakly phosphoglycerate mutase 1	28	29	12	10	63	10	152
1270832	+	Upstream	lmo1246	ATP-dependent RNA helicase DEAD motif	0	0	0	4	10	3	17
1272592	+	Intergenic	NA	NA	0	0	0	0	4	0	4
1272690	+	Upstream	lmo1248	weakly 8-oxo-dGTPase mutT	0	2	0	0	2	0	4
1274835	+	Upstream	lmo1251	regulator of the Fnr CRP family including PrfA	17	0	0	0	3	5	25
1274848	+	Upstream	lmo1251	regulator of the Fnr CRP family including PrfA	5	2	0	3	2	0	12
1275794	-	Intergenic	NA	NA	2	0	0	0	7	0	9
1276834	-	Upstream	lmo1252	YxkD protein	2	0	2	19	36	5	64
1277206	-	Intergenic	NA	NA	95	81	31	37	279	171	694
1277846	+	Middle	lmo1253	transcription regulator GntR family	0	4	3	0	2	3	12
1281244	-	Upstream	lmo1255	PTS system trehalose specific enzyme IIBC	375	276	451	168	122	210	1602
1281306	+	Upstream	lmo1256	hypothetical protein	21	50	21	7	8	6	113
1282301	-	Upstream	lmo1257	hypothetical protein	410	507	187	49	145	60	1358
1282450	+	Upstream	lmo1258	hypothetical protein	73	137	104	32	56	90	492
1284706	-	Middle	lmo1260	gamma-glutamyl kinase	0	2	2	0	2	0	6
1285503	-	Upstream	lmo1260	gamma-glutamyl kinase	32	49	19	15	33	8	156
1286783	-	Upstream	lmo1261	hypothetical protein	48	3	34	36	40	114	275
1287242	-	Upstream	lmo1262	transcriptional regulator phage-related	2	0	0	2	5	0	9
1287341	+	Upstream	lmo1263	transcriptional regulator	0	4	0	0	0	0	4
1289148	+	Upstream	lmo1266	hypothetical protein	4	0	0	0	2	6	12
1290175	+	Upstream	lmo1267	trigger factor	253	391	177	1986	965	982	4754
1290181	+	Upstream	lmo1267	trigger factor	0	0	0	0	3	2	5
1290195	+	Upstream	lmo1267	trigger factor	3	2	0	0	0	2	7
1290208	+	Upstream	lmo1267	trigger factor	17	8	2	2	10	2	41
1291651	+	Upstream	lmo1268	ATP-dependent protease ATP-binding subunit ClpX	23	47	28	5	8	11	122
1293062	+	Upstream	lmo1269	type-I signal peptidase	8	4	0	11	32	6	61
1294331	+	Upstream	lmo1271	signal peptidase I	2	6	0	12	40	3	63
1297621	+	Upstream	lmo1275	DNA topoisomerase I	5	4	0	4	4	0	17
1297706	+	Upstream	lmo1275	DNA topoisomerase I	9	7	5	9	10	4	44
1297774	+	Upstream	lmo1275	DNA topoisomerase I	0	0	0	0	0	3	3
1300028	+	Middle	lmo1276	tRNA uracil-5--methyltransferase Gid	2	3	0	8	0	0	13
1301287	+	Intergenic	NA	NA	0	3	4	12	48	18	85
1301532	+	Upstream	lmo1277	integrase-recombinase	73	76	45	67	180	132	573
1305306	+	Upstream	lmo1281	YneP protein	0	3	0	0	3	0	6
1305309	+	Upstream	lmo1281	YneP protein	7	6	4	21	31	47	116
1305376	+	Upstream	lmo1281	YneP protein	17	18	9	2	0	0	46
1307640	-	Upstream	lmo1284	YneS protein	4	0	2	0	3	5	14
1307739	+	Upstream	lmo1285	YneT protein	35	89	50	126	286	325	911
1307741	+	Upstream	lmo1285	YneT protein	39	48	30	13	43	77	250
1308288	+	Upstream	lmo1286	DNA topoisomerase IV subunit B	18	19	19	61	58	45	220
1308310	+	Upstream	lmo1286	DNA topoisomerase IV subunit B	0	0	0	2	2	2	6
1312837	+	Upstream	lmo1288	S-ribosylhomocysteinase	178	212	128	96	179	118	911
1319544	-	Upstream	lmo1291	acyltransferase to YrhL protein	6	3	3	0	2	0	14
1319651	+	Upstream	lmo1292	glycerophosphodiester phosphodiesterase	2	0	0	0	5	0	7
1320429	+	Intergenic	NA	NA	28	18	2	26	73	55	202
1322389	+	Upstream	lmo1294	tRNA delta2-isopentenylpyrophosphate transferase	31	23	8	35	60	4	161
1323371	+	Upstream	lmo1295	host factor-1 protein	1117	3	145	98	125	77	1565
1323382	+	Upstream	lmo1295	host factor-1 protein	0	0	0	3	3	0	6
1323415	+	Upstream	lmo1295	host factor-1 protein	23	8	9	4	3	0	47
1323423	+	Upstream	lmo1295	host factor-1 protein	24	10	7	6	0	5	52
1323431	+	Upstream	lmo1295	host factor-1 protein	4	4	0	2	3	2	15
1323448	+	Upstream	lmo1295	host factor-1 protein	14	5	2	2	0	0	23
1323771	+	Upstream	lmo1296	YnbA protein	8	6	7	13	42	29	105
1326401	+	Upstream	lmo1298	glutamine synthetase repressor	3	18	7	85	141	26	280
1326412	+	Upstream	lmo1298	glutamine synthetase repressor	0	2	0	3	7	2	14
1326418	+	Upstream	lmo1298	glutamine synthetase repressor	0	0	0	5	5	0	10
1328314	+	Upstream	lmo1300	arsenic efflux pump protein	2	0	0	3	19	13	37
1328316	+	Upstream	lmo1300	arsenic efflux pump protein	0	0	2	87	129	123	341
1330877	-	Upstream	lmo1302	LexA repressor	0	4	0	0	0	0	4
1330884	-	Upstream	lmo1302	LexA repressor	0	6	0	0	2	0	8
1330894	-	Upstream	lmo1302	LexA repressor	129	276	79	38	77	113	712
1330896	-	Upstream	lmo1302	LexA repressor	5	2	3	0	0	0	10
1330981	+	Upstream	lmo1303	cell division suppressor protein YneA	18	33	12	2	3	0	68
1331383	+	Upstream	lmo1304	YnzC protein	4	0	0	2	8	0	14
1331780	+	Upstream	lmo1305	highly transketolase	15	27	9	66	128	19	264
1331788	+	Upstream	lmo1305	highly transketolase	0	0	0	0	3	0	3
1333977	+	Upstream	lmo1306	YneF protein	3	0	0	2	0	0	5
1333997	+	Upstream	lmo1306	YneF protein	458	321	137	96	404	35	1451
1336244	-	Middle	lmo1309	E. coli YbdM protein	0	0	0	4	12	0	16
1339539	+	Upstream	lmo1313	uridylate kinase	182	274	170	711	1061	1072	3470
1339540	+	Upstream	lmo1313	uridylate kinase	0	5	0	5	8	10	28
1339574	+	Upstream	lmo1313	uridylate kinase	0	7	2	9	13	4	35
1341068	+	Upstream	lmo1315	undecaprenyl pyrophosphate synthase	0	0	0	0	7	0	7
1346927	+	Upstream	lmo1320	DNA polymerase III PolC	0	2	0	2	6	0	10
1351334	+	Upstream	lmo1321	conserved hypothetical protein- B. subtilis YlxS protein in Streptococcus pneumoniae this gene was found to be essential structure determination of the Streptococcus protein shows that it is similar to a number of other proteins	9	10	2	8	13	4	46
1356314	+	Upstream	lmo1327	ribosome-binding factor A	7	0	3	0	7	0	17
1357722	+	Upstream	lmo1329	highly riboflavin kinase and FAD synthase	8	7	7	48	82	43	195
1358748	+	Upstream	lmo1330	30S ribosomal protein S15	709	598	360	370	433	56	2526
1359249	+	Upstream	lmo1331	polynucleotide phosphorylase-polyadenylase	74	73	17	972	224	73	1433
1362710	-	Upstream	lmo1332	Probable GTPase engC 2	36	38	18	6	8	3	109
1363265	-	Upstream	lmo1333	YqzC protein	2	2	0	2	4	0	10
1363661	-	Upstream	lmo1334	YqzD protein	111	91	43	91	242	186	764
1363782	+	Upstream	lmo1335	50S ribosomal protein L33	1434	1755	683	1070	575	408	5925
1363783	+	Upstream	lmo1335	50S ribosomal protein L33	223	270	89	115	57	70	824
1363794	+	Upstream	lmo1335	50S ribosomal protein L33	14	17	4	5	2	4	46
1364641	+	Upstream	lmo1337	yqgP	0	2	0	13	22	2	39
1366436	+	Upstream	lmo1339	glucose kinase	3	4	0	0	0	2	9
1366457	+	Upstream	lmo1339	glucose kinase	3	2	0	0	3	2	10
1367537	+	Upstream	lmo1340	YqgU protein	286	0	38	90	53	71	538
1372810	+	Upstream	NA	NA	37	38	10	16	17	54	172
1377395	-	Upstream	lmo1351	hypothetical protein	102	74	22	35	38	5	276
1378688	-	Upstream	lmo1353	YqhQ protein	0	0	0	0	3	2	5
1378779	+	Upstream	lmo1354	aminopeptidase P	42	71	26	29	228	93	489
1379944	+	Upstream	lmo1355	elongation factor P	9	3	2	7	37	0	58
1380665	+	Upstream	lmo1356	acetyl-CoA carboxylase subunit biotin carboxyl carrier subunit	110	69	25	28	32	9	273
1381201	+	Upstream	lmo1357	acetyl-CoA carboxylase biotin carboxylase subunit	14	17	5	2	3	3	44
1382979	+	Upstream	lmo1359	transcription antitermination protein NusB	0	3	0	0	0	2	5
1382993	+	Upstream	lmo1359	transcription antitermination protein NusB	3	6	0	0	0	0	9
1383001	+	Upstream	lmo1359	transcription antitermination protein NusB	6	3	0	6	5	2	22
1386904	+	Upstream	lmo1364	cold shock protein	1734	2588	855	3754	1592	300	10823
1386977	+	Upstream	lmo1364	cold shock protein	0	8	0	9	8	3	28
1387008	+	Upstream	lmo1364	cold shock protein	3	7	0	0	0	0	10
1387014	+	Upstream	lmo1364	cold shock protein	9	13	2	3	0	0	27
1387327	+	Upstream	lmo1365	1-deoxy-D-xylulose-5-phosphate synthase	3	2	0	0	2	0	7
1390195	+	Upstream	lmo1367	arginine repressor	56	68	28	169	176	155	652
1392436	+	Upstream	lmo1369	phosphotransbutyrylase	10	9	0	2	22	0	43
1397730	+	Middle	lmo1373	branched-chain alpha-keto acid dehydrogenase E1 subunit 2-oxoisovalerate dehydrogenase beta subunit	9	4	2	2	0	0	17
1399333	+	Intergenic	NA	NA	0	0	0	0	6	0	6
1399365	+	Intergenic	NA	NA	28	0	56	4	26	32	146
1399535	-	Intergenic	NA	NA	0	2	2	2	2	0	8
1399616	-	Intergenic	NA	NA	84	75	13	66	193	21	452
1400862	+	Upstream	lmo1376	6-phosphogluconate dehydrogenase	14	16	6	22	45	9	112
1402510	+	Upstream	lmo1377	two-component response regulator	75	114	43	38	57	100	427
1402511	+	Upstream	lmo1377	two-component response regulator	6	10	7	2	9	8	42
1405892	-	Upstream	lmo1380	hypothetical protein	5	0	0	0	16	4	25
1406255	-	Upstream	lmo1381	acylphosphatase	13	16	11	5	35	80	160
1406338	+	Upstream	lmo1382	hypothetical protein	4	6	0	3	34	13	60
1406643	+	Middle	lmo1382	hypothetical protein	0	2	0	2	0	8	12
1408878	-	Upstream	lmo1384	hypothetical protein	52	20	28	95	11	7	213
1408992	+	Upstream	lmo1385	hypothetical protein	4	4	2	0	5	0	15
1409052	+	Upstream	lmo1385	hypothetical protein	0	4	2	0	2	0	8
1410067	+	Upstream	lmo1386	DNA translocase	0	2	4	0	0	0	6
1410076	+	Upstream	lmo1386	DNA translocase	27	69	20	7	13	23	159
1410119	+	Upstream	lmo1386	DNA translocase	16	24	8	10	53	16	127
1413316	-	Upstream	lmo1387	pyrroline-5-carboxylate reductase	2	0	0	0	2	5	9
1413513	+	Upstream	lmo1388	CD4+ T cell-stimulating antigen- lipoprotein	743	295	159	243	877	53	2370
1413600	+	Upstream	lmo1388	CD4+ T cell-stimulating antigen- lipoprotein	2	2	5	0	0	0	9
1413619	+	Upstream	lmo1388	CD4+ T cell-stimulating antigen- lipoprotein	16	19	8	0	0	0	43
1414916	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	3	6	0	3	4	0	16
1414980	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	19	11	5	4	0	3	42
1415002	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	5	8	4	0	0	0	17
1415011	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	2	3	0	0	0	0	5
1415026	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	0	5	3	0	0	0	8
1415034	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	43	32	10	4	10	0	99
1415044	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	12	11	2	6	6	0	37
1415055	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	3	2	0	0	0	2	7
1415070	+	Upstream	lmo1389	sugar ABC transporter- ATP-binding protein	0	2	0	2	2	3	9
1418773	+	Upstream	lmo1392	putative proteases	8	9	6	4	30	0	57
1421426	+	Upstream	lmo1394	3-ketoacyl-acyl carrier protein reductase	41	31	7	25	119	12	235
1425248	+	Upstream	lmo1398	recombinase A	6	5	0	0	0	0	11
1425339	+	Upstream	lmo1398	recombinase A	54	31	12	70	270	68	505
1425365	+	Upstream	lmo1398	recombinase A	0	0	0	5	0	2	7
1426598	+	Upstream	lmo1399	phosphodiesterase	397	464	120	446	1224	160	2811
1426609	+	Upstream	lmo1399	phosphodiesterase	4	8	2	2	3	2	21
1428416	+	Upstream	lmo1400	N-acetyltransferase	80	72	22	52	402	37	665
1430208	+	Upstream	lmo1403	DNA mismatch repair protein MutS	12	11	11	18	32	9	93
1435565	+	Upstream	lmo1406	pyruvate formate-lyase	49	58	53	112	54	78	404
1437880	+	Upstream	lmo1407	pyruvate-formate lyase activating enzyme	0	5	3	0	6	2	16
1437937	+	Upstream	lmo1407	pyruvate-formate lyase activating enzyme	0	6	0	0	0	0	6
1439387	+	Upstream	lmo1409	multidrug-efflux transporter	7	5	4	14	9	6	45
1445066	-	Upstream	lmo1414	Acetyl-CoA:acetyltransferase	6	6	2	13	8	2	37
1451239	-	Middle	lmo1420	UDP-N-acetylenolpyruvoylglucosamine reductase	2	2	3	6	7	0	20
1451780	+	Upstream	lmo1421	glycine betaine-carnitine-choline ABC transporter ATP-binding protein	3	3	0	2	10	0	18
1455215	-	Upstream	lmo1423	hypothetical protein	81	143	61	14	48	40	387
1456686	-	Upstream	lmo1424	manganese transport protein MntH	905	2069	1021	967	2366	2766	10094
1460291	-	Upstream	lmo1428	glycine betaine-carnitine-choline ABC transporter ATP-binding protein	248	0	41	151	209	276	925
1461291	-	Upstream	NA	NA	40	27	25	34	53	78	257
1461743	-	Upstream	lmo1430	hypothetical protein	14	15	6	3	2	3	43
1461813	+	Upstream	lmo1431	ABC transporter ATP-binding protein	0	0	0	3	4	0	7
1464183	-	Upstream	lmo1432	hypothetical protein	92	44	9	116	75	50	386
1465564	-	Upstream	lmo1433	glutathione reductase	60	0	28	55	42	208	393
1470560	-	Upstream	lmo1437	aspartate-semialdehyde dehydrogenase	14	11	6	3	50	5	89
1472870	-	Upstream	lmo1438	penicillin-binding protein	0	0	0	3	2	5	10
1472880	-	Upstream	lmo1438	penicillin-binding protein	0	2	0	3	39	8	52
1473701	-	Upstream	lmo1439	superoxide dismutase	40	18	6	4	10	7	85
1473829	-	Intergenic	NA	NA	95	0	15	14	40	31	195
1474773	+	Upstream	lmo1441	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	0	7	0	0	19	2	28
1481183	-	Upstream	lmo1448	putative manganese-dependent inorganic pyrophosphatase	0	4	2	7	2	17	32
1482131	-	Middle	lmo1450	ATP-dependent RNA helicase- DEAD-box family deaD	3	2	0	0	0	0	5
1483430	-	Upstream	lmo1450	ATP-dependent RNA helicase- DEAD-box family deaD	5	3	2	7	95	45	157
1487659	-	Upstream	lmo1454	RNA polymerase sigma factor RpoD	97	3	26	11	22	21	180
1491082	-	Upstream	lmo1457	hypothetical protein	19	28	17	10	41	14	129
1491095	-	Middle	lmo1458	glycyl-tRNA synthetase subunit beta	0	2	0	0	0	5	7
1494197	-	Upstream	lmo1459	glycyl-tRNA synthetase subunit alpha	2	0	0	0	3	0	5
1494278	-	Upstream	lmo1459	glycyl-tRNA synthetase subunit alpha	5	5	0	2	2	0	14
1494284	-	Upstream	lmo1459	glycyl-tRNA synthetase subunit alpha	187	172	51	57	75	15	557
1495106	-	Upstream	lmo1460	DNA repair protein RecO	51	90	72	82	118	76	489
1495191	+	Upstream	lmo1461	hypothetical protein	15	14	0	5	4	0	38
1496257	-	Middle	lmo1462	GTP-binding protein Era	8	7	0	0	0	0	15
1500290	-	Middle	lmo1467	phosphate starvation induced protein PhoH	0	0	0	0	9	7	16
1501263	-	Upstream	lmo1467	phosphate starvation induced protein PhoH	43	38	11	9	6	5	112
1502084	-	Upstream	lmo1469	30S ribosomal protein S21	4	2	3	4	3	0	16
1502102	-	Upstream	lmo1469	30S ribosomal protein S21	3	8	4	5	18	5	43
1502178	-	Upstream	lmo1469	30S ribosomal protein S21	571	340	157	273	465	42	1848
1504034	-	Upstream	lmo1471	ribosomal protein L11 methyltransferase	9	17	3	7	11	12	59
1505195	-	Upstream	lmo1472	chaperone protein DnaJ	0	7	4	0	0	0	11
1505209	-	Upstream	lmo1472	chaperone protein DnaJ	15	20	14	5	11	5	70
1507159	-	Upstream	lmo1473	molecular chaperone DnaK	6	12	0	0	3	0	21
1507174	-	Upstream	lmo1473	molecular chaperone DnaK	3	11	3	2	3	4	26
1507181	-	Upstream	lmo1473	molecular chaperone DnaK	24	37	9	2	18	9	99
1507192	-	Middle	lmo1474	heat shock protein GrpE	12	18	3	0	0	2	35
1507198	-	Middle	lmo1474	heat shock protein GrpE	12	18	5	2	2	6	45
1507812	-	Middle	lmo1475	heat-inducible transcription repressor	5	3	0	0	3	0	11
1508886	-	Upstream	lmo1475	heat-inducible transcription repressor	59	99	30	44	167	105	504
1510185	-	Upstream	lmo1476	coproporphyrinogen III oxidase	5	0	0	3	2	0	10
1511325	+	Upstream	lmo1478	transcriptional regulator MerR family	0	2	0	0	2	2	6
1513732	-	Upstream	lmo1479	GTP-binding protein LepA	57	72	63	57	109	11	369
1513843	+	Upstream	lmo1480	30S ribosomal protein S20	776	1140	589	633	412	173	3723
1513849	+	Upstream	lmo1480	30S ribosomal protein S20	12	13	7	3	3	6	44
1513875	+	Upstream	lmo1480	30S ribosomal protein S20	5	18	16	8	2	9	58
