Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	FC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	STAT_prfA_Star vs EGDe_280212_FDRBH.ge	STAT_prfA_Star vs EGDe_280212_FDRBY.ge	STAT_prfA_Star vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1429	1.4704408264829105	2.7710655270995246	0.08511350564619269	1.0	1.0	1.0	-	1460534	1461094	561			hypothetical protein				ATG	 
lmo1430	1.6209778901887404	3.0758345239284437	0.08244984878144512	1.0	1.0	1.0	-	1461343	1461726	384			hypothetical protein				ATG	 
lmo1431	0.7737552450975205	1.7097142761501571	0.3436840224749216	1.0	1.0	1.0	+	1461866	1463467	1602			ABC transporter ATP-binding protein				ATG	 
lmo1432	-0.535134719008191	-1.4490774632366439	0.5043239915571522	1.0	1.0	1.0	-	1463506	1464156	651			hypothetical protein				ATG	 
lmo1433	-2.5243409748419596	-5.753105692800005	0.01446494982460067	0.7477064063879946	1.0	1.0	-	1464209	1465549	1341			glutathione reductase				GTG	 
lmo1434	-0.1970452858622913	-1.1463481687664225	0.8019713172597395	1.0	1.0	1.0	-	1465638	1467305	1668			hypothetical protein				TTG	 
lmo1435	-0.014623321383449905	-1.010187658396877	0.985423605136039	1.0	1.0	1.0	-	1467325	1468206	882	dapA		dihydrodipicolinate synthase				ATG	 
lmo1436	0.10693144089900919	1.0769351973498162	0.8956348210916592	1.0	1.0	1.0	-	1468221	1469432	1212			aspartate kinase				ATG	 
lmo1437	0.5872525984135901	1.5023829529573918	0.4768360928893285	1.0	1.0	1.0	-	1469444	1470487	1044			aspartate-semialdehyde dehydrogenase				ATG	 
lmo1438	0.31432580662340825	1.2434304435111352	0.6940022633336889	1.0	1.0	1.0	-	1470685	1472850	2166			penicillin-binding protein				GTG	 
lmo1439	0.1336946927857099	1.0970997416537538	0.8155427714098509	1.0	1.0	1.0	-	1472980	1473588	609	sod		superoxide dismutase				ATG	 
lmo1440	0.5565835048235801	1.4707820808668897	0.49413642272322567	1.0	1.0	1.0	+	1473889	1474689	801			hypothetical protein				ATG	 
lmo1441	0.10551626600998887	1.0758793231977746	0.8985879093308473	1.0	1.0	1.0	+	1474802	1475908	1107	ispG		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase				TTG	 
lmo1442	0.14460439449447016	1.1054274893443203	0.8605242106494437	1.0	1.0	1.0	+	1475944	1476651	708			transporter				TTG	 
lmo1443	0.06467551774889024	1.0458496871456344	0.9350842937098742	1.0	1.0	1.0	+	1476642	1476968	327			hypothetical protein				ATG	 
lmo1444	0.22035259504369975	1.1650182824487774	0.7407252736074144	1.0	1.0	1.0	-	1477050	1477934	885			foldase				TTG	 
lmo1445	0.4188225012655611	1.336836010679715	0.6279086160790017	1.0	1.0	1.0	-	1478071	1478496	426	zurR		ZurR family transcriptional regulator				ATG	 
lmo1446	0.16834069722641853	1.123765252596276	0.8487044244540447	1.0	1.0	1.0	-	1478477	1479355	879	zurM		metal (zinc) transport protein (ABC transporter, permease)				TTG	 
lmo1447	0.694257190322201	1.6180511221955565	0.4221331820400418	1.0	1.0	1.0	-	1479330	1480103	774	zurA		metal (zinc) transport protein(ABC transporter, ATP-binding protein)				ATG	 
lmo1448	-0.2447814436981819	-1.1849132528396367	0.7562479521248545	1.0	1.0	1.0	-	1480246	1481172	927			manganese-dependent inorganic pyrophosphatase				ATG	 
lmo1449	0.2357913409866601	1.1775524662084602	0.7743484898667841	1.0	1.0	1.0	-	1481188	1482081	894			endonuclease IV				ATG	 
lmo1450	0.5387216529447088	1.4526847481079765	0.5016861622154241	1.0	1.0	1.0	-	1482096	1483403	1308			DEAD/DEAH box helicase				ATG	 
lmo1451	0.41449507602236046	1.3328321220272028	0.6214584230985194	1.0	1.0	1.0	+	1483549	1484544	996	ispH		4-hydroxy-3-methylbut-2-enyl diphosphate reductase				ATG	 
lmo1452	-0.5703375074126598	-1.4848709041310602	0.4996125814924045	1.0	1.0	1.0	-	1484590	1485711	1122			hypothetical protein				ATG	 
lmo1453	-0.028326632144899833	-1.0198285502789446	0.9745838054991836	1.0	1.0	1.0	-	1485708	1486412	705			hypothetical protein				ATG	 
lmo1454	-0.2936732407957905	-1.2257572041391718	0.7142711282014294	1.0	1.0	1.0	-	1486480	1487604	1125	rpoD		RNA polymerase sigma factor RpoD				ATG	 
lmo1455	0.362246521091631	1.2854259663799272	0.6532611798366745	1.0	1.0	1.0	-	1487699	1489579	1881	dnaG		DNA primase				ATG	 
lmo1456	0.5471911411384607	1.4612379635921104	0.4951353768960076	1.0	1.0	1.0	-	1489599	1490039	441			hypothetical protein				GTG	 
lmo1457	0.31016588981822935	1.2398502572385872	0.6991328620830863	1.0	1.0	1.0	-	1490229	1491053	825			hypothetical protein				ATG	 
lmo1458	-0.19753701267779	-1.1467389555877692	0.8107880511315135	1.0	1.0	1.0	-	1491087	1493153	2067	glyS		glycyl-tRNA synthetase subunit beta				ATG	 
lmo1459	-0.5504649045976802	-1.4645575696503133	0.5038770256409759	1.0	1.0	1.0	-	1493146	1494036	891	glyQ		glycyl-tRNA synthetase subunit alpha				ATG	 
lmo1460	0.005587546668230914	1.003880501945604	0.9943869307437658	1.0	1.0	1.0	-	1494317	1495084	768	recO		DNA repair protein RecO				ATG	 
lmo1461	-0.36211534492092845	-1.2853090951176478	0.6612312326506682	1.0	1.0	1.0	+	1495221	1495850	630			hypothetical protein				ATG	 
lmo1462	-0.34359056033735946	-1.2689107155810597	0.6625715265724035	1.0	1.0	1.0	-	1495899	1496804	906	era		GTP-binding protein Era				ATG	 
lmo1463	0.18770710731772944	1.1389521262657487	0.8256082498553154	1.0	1.0	1.0	-	1496801	1497196	396			cytidine deaminase				ATG	 
lmo1464	0.3093169993742704	1.2391209364754197	0.7265986909041153	1.0	1.0	1.0	-	1497221	1497616	396			diacylglycerol kinase				ATG	 
lmo1465	0.1663518509710613	1.1222171385339927	0.855169026423447	1.0	1.0	1.0	-	1497594	1498079	486			metalloprotease				ATG	 
lmo1466	0.6377604235424901	1.555911954200527	0.4717236851436857	1.0	1.0	1.0	-	1498096	1500252	2157			hypothetical protein				GTG	 
lmo1467	0.12548662589398063	1.0908756266370205	0.8836434501386197	1.0	1.0	1.0	-	1500268	1501227	960			phosphate starvation-induced protein PhoH				ATG	 
lmo1468	0.25540043800502055	1.1936670142251713	0.6627460625940857	1.0	1.0	1.0	-	1501415	1501861	447			hypothetical protein				TTG	 
lmo1469	0.19639994338142053	1.1458355020454096	0.6357252306021812	1.0	1.0	1.0	-	1501881	1502054	174	rpsU		30S ribosomal protein S21				ATG	 
lmo1470	0.21414553332590813	1.1600166664615872	0.7994064271325403	1.0	1.0	1.0	-	1502252	1503019	768			16S ribosomal RNA methyltransferase RsmE				ATG	 
lmo1471	-0.18869127807935904	-1.1397293562206599	0.8294524042707401	1.0	1.0	1.0	-	1503020	1503964	945	prmA		ribosomal protein L11 methyltransferase				ATG	 
lmo1472	0.0357044664711097	1.025057235217338	0.9642154478346903	1.0	1.0	1.0	-	1504037	1505170	1134	dnaJ		molecular chaperone DnaJ				ATG	 
lmo1473	-0.51432355594374	-1.4283242767522113	0.5157162956547863	1.0	1.0	1.0	-	1505312	1507153	1842	dnaK		molecular chaperone DnaK				ATG	 
lmo1474	-0.4094305673004186	-1.3281614843986067	0.6368483756785334	1.0	1.0	1.0	-	1507187	1507762	576	grpE		heat shock protein GrpE				GTG	 
lmo1475	-0.21778037996251065	-1.1629429944118674	0.7924711213978115	1.0	1.0	1.0	-	1507804	1508841	1038	hrcA		heat-inducible transcription repressor				ATG	 
lmo1476	0.09150459496106045	1.065480799275918	0.9152612375643074	1.0	1.0	1.0	-	1508988	1510145	1158	hemN		coproporphyrinogen III oxidase				ATG	 
lmo1477	0.3209765546735497	1.249175825054734	0.566376703458789	1.0	1.0	1.0	-	1510234	1511262	1029			oxidoreductase				ATG	 
lmo1478	0.27453326232050923	1.2096026977790333	0.7712636903054597	1.0	1.0	1.0	+	1511375	1511812	438			MerR family transcriptional regulator				ATG	 
lmo1479	0.2164159004400208	1.1618436201839775	0.7858298779747659	1.0	1.0	1.0	-	1511858	1513684	1827	lepA		GTP-binding protein LepA				ATG	 
lmo1480	0.42260020114066066	1.340341105516861	0.5091617293363515	1.0	1.0	1.0	+	1513917	1514171	255	rpsT		30S ribosomal protein S20				ATG	 
lmo1481	-0.3174680229846105	-1.24614160932326	0.7363955797274027	1.0	1.0	1.0	-	1514257	1515288	1032	holA		DNA polymerase III subunit delta				ATG	 
lmo1482	1.0224867791789896	2.0314175059177826	0.3146079151757235	1.0	1.0	1.0	-	1515356	1517578	2223	comEC		competence protein ComEC				ATG	 
lmo1483	0.6927704623491291	1.6163845449143073	0.390193849154006	1.0	1.0	1.0	-	1517613	1518173	561	comEB		competence protein ComEB				GTG	 
lmo1484	0.018690212760620106	1.0130393487359128	0.9721584787564463	1.0	1.0	1.0	-	1518245	1518847	603	comEA		competence protein ComEA				ATG	 
lmo1485	0.7177595945491007	1.6446260600889306	0.4647833589313799	1.0	1.0	1.0	-	1518950	1519681	732			hypothetical protein				ATG	 
lmo1486	0.21375491473554042	1.1597026273024573	0.8057855904738684	1.0	1.0	1.0	-	1519736	1520092	357			hypothetical protein				TTG	 
lmo1487	0.2793308366570404	1.2136318365680443	0.7264438950006868	1.0	1.0	1.0	-	1520097	1520672	576			hypothetical protein				ATG	 
lmo1488	0.7708430602761993	1.706266574479561	0.33864290863287616	1.0	1.0	1.0	-	1520659	1521225	567	nadD		nicotinic acid mononucleotide adenylyltransferase				ATG	 
lmo1489	0.6767848400380707	1.5985732356768527	0.42850910474491943	1.0	1.0	1.0	-	1521243	1521533	291			hypothetical protein				ATG	 
lmo1490	0.4456765418243087	1.3619526450092865	0.59748464472026	1.0	1.0	1.0	-	1521533	1522354	822			shikimate 5-dehydrogenase				TTG	 
lmo1491	0.3800252553001098	1.3013646364634546	0.6480298570366099	1.0	1.0	1.0	-	1522374	1523474	1101			GTP-binding protein				TTG	 
lmo1492	0.7709958276706885	1.7064472611061647	0.3602024224820295	1.0	1.0	1.0	-	1523471	1523992	522			hypothetical protein				GTG	 
lmo1493	-0.09936272346677022	-1.0713001364165373	0.9019079751171796	1.0	1.0	1.0	+	1524154	1525962	1809			oligopeptidase				ATG	 
lmo1494	0.016552044706710234	1.0115390704430438	0.9834345207285724	1.0	1.0	1.0	-	1525997	1526698	702			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase				ATG	 
lmo1495	-0.0356774812883387	-1.025038062005147	0.9636728601656989	1.0	1.0	1.0	-	1526748	1527371	624			hypothetical protein				ATG	 
lmo1496	0.3361114738521085	1.262349567300499	0.6759683195403763	1.0	1.0	1.0	-	1527422	1527904	483	greA		transcription elongation factor GreA				TTG	 
lmo1497	-8.359445312802194E-4	-1.0005796004984555	0.9992736646152455	1.0	1.0	1.0	-	1528098	1528727	630	udk		uridine kinase				ATG	 
lmo1498	0.3957572456506897	1.3156331320615746	0.6762135846837076	1.0	1.0	1.0	-	1528724	1529377	654			O-methyltransferase				GTG	 
lmo1499	0.22054185006236882	1.1651711214154332	0.8141515234966259	1.0	1.0	1.0	-	1529454	1530524	1071			hypothetical protein				ATG	 
lmo1500	1.0768228066525296	2.1093855412378577	0.18335422912106236	1.0	1.0	1.0	+	1530727	1531353	627			hypothetical protein				ATG	 
lmo1501	-0.0067776407999904364	-1.0047089550568271	0.9933039072122682	1.0	1.0	1.0	-	1531398	1531700	303			hypothetical protein				ATG	 
lmo1502	0.11110524687761014	1.0800553486993327	0.8887626861957145	1.0	1.0	1.0	-	1531716	1532132	417			Holliday junction resolvase				ATG	 
lmo1503	0.08947106677820926	1.0639800254596592	0.9109379963590767	1.0	1.0	1.0	-	1532129	1532401	273			hypothetical protein				ATG	 
lmo1504	-0.24852605493587987	-1.1879927690628433	0.7525929423344542	1.0	1.0	1.0	-	1532493	1535132	2640	alaS		alanyl-tRNA synthetase				ATG	 
lmo1505	0.2169736138276397	1.162292849567511	0.7801828300897369	1.0	1.0	1.0	-	1535439	1536134	696			ABC transporter ATP-binding protein				ATG	 
lmo1506	0.19266668922360886	1.1428742627552444	0.7447041225717883	1.0	1.0	1.0	-	1536143	1537648	1506			transporter				ATG	 
lmo1507	0.11927816036282923	1.0861912604039887	0.9046045127919826	1.0	1.0	1.0	+	1537815	1538501	687			response regulator				ATG	 
lmo1508	-0.23474372907131968	-1.176697697755951	0.820604641815482	1.0	1.0	1.0	+	1538498	1539937	1440			histidine kinase				ATG	 
lmo1509	-0.20826428352782145	-1.155297401076794	0.7976009907641513	1.0	1.0	1.0	-	1539979	1542375	2397			exodeoxyribonuclease V				ATG	 
lmo1510	-0.5616058305316898	-1.4759111059139913	0.5104483178398966	1.0	1.0	1.0	-	1542403	1543041	639			hypothetical protein				ATG	 
lmo1511	0.23014210658989942	1.172950480081531	0.7914267015802914	1.0	1.0	1.0	-	1543082	1543822	741			hypothetical protein				ATG	 
lmo1512	-0.0961689106379211	-1.0689311342699797	0.9060257805802641	1.0	1.0	1.0	-	1543940	1545055	1116	mnmA		tRNA-specific 2-thiouridylase				TTG	 
lmo1513	0.018566163235549382	1.0129522467192233	0.9813475449416447	1.0	1.0	1.0	-	1545074	1546222	1149			iron-sulfur cofactor synthesis protein				ATG	 
lmo1514	0.0315400777954391	1.0221026387034315	0.9695866389969716	1.0	1.0	1.0	-	1546608	1547885	1278			recombination factor protein RarA				ATG	 
lmo1515	1.2451877390454094	2.3704939960694498	0.12429716550250669	1.0	1.0	1.0	+	1548034	1548456	423			hypothetical protein				ATG	 
lmo1516	-0.44405220304875037	-1.3604200774942488	0.6058563521531394	1.0	1.0	1.0	+	1548701	1549906	1206			ammonium transporter NrgA				ATG	 
lmo1517	-0.5805891998017181	-1.4954598730105426	0.48562677592551695	1.0	1.0	1.0	+	1549920	1550285	366			nitrogen regulatory PII protein				ATG	 
lmo1518	1.5191816517950087	2.8662841759646693	0.06105462848353316	1.0	1.0	1.0	+	1550435	1550815	381			hypothetical protein				ATG	 
lmo1519	0.15957879679046094	1.116960987205988	0.8435885058432697	1.0	1.0	1.0	-	1550854	1552629	1776	aspS		aspartyl-tRNA synthetase				ATG	 
lmo1520	-0.017020101888441275	-1.0118672998498233	0.9832376253366738	1.0	1.0	1.0	-	1552632	1553909	1278	hisS		histidyl-tRNA synthetase				ATG	 
lmo1521	-0.08223797462600047	-1.0586590078023348	0.9182885788336786	1.0	1.0	1.0	+	1554360	1555643	1284			N-acetylmuramoyl-L-alanine amidase				ATG	 
lmo1522	0.41407319538594933	1.3324424250773064	0.6138579107616982	1.0	1.0	1.0	-	1555680	1556132	453			D-tyrosyl-tRNA(Tyr) deacylase				ATG	 
lmo1523	0.3298863688854503	1.2569143721673772	0.711023334012076	1.0	1.0	1.0	-	1556148	1558364	2217	relA		(p)ppGpp synthetase				ATG	 
lmo1524	0.7500759220892501	1.6818813374902266	0.3517200512314824	1.0	1.0	1.0	-	1558570	1559091	522	apt		adenine phosphoribosyltransferase				ATG	 
lmo1525	0.5009427569420808	1.4151380095589199	0.537677968584096	1.0	1.0	1.0	-	1559081	1561432	2352			recombination protein RecJ				GTG	 
lmo1526	-1.4678515259140585	-2.7660965722204156	0.07029356266579068	1.0	1.0	1.0	-	1561538	1561882	345			hypothetical protein				ATG	 
lmo1527	-0.21282279209269106	-1.158953587546166	0.7879113498708931	1.0	1.0	1.0	-	1561978	1564242	2265			preprotein translocase SecDF				ATG	 
lmo1528	0.18892463103951052	1.1399137200133156	0.8121960742376242	1.0	1.0	1.0	-	1564343	1564633	291			hypothetical protein				ATG	 
lmo1529	0.2836262390763	1.2172506230713427	0.6913705537744783	1.0	1.0	1.0	-	1564776	1565105	330			hypothetical protein				ATG	 
lmo1530	0.6409655378335	1.5593724354970742	0.41434016899753146	1.0	1.0	1.0	-	1565139	1566278	1140	tgt		queuine tRNA-ribosyltransferase				ATG	 
lmo1531	0.0643106905581412	1.0455852472238047	0.9373158560210451	1.0	1.0	1.0	-	1566365	1567393	1029	queA		S-adenosylmethionine:tRNA ribosyltransferase-isomerase				ATG	 
lmo1532	0.17389472578406107	1.1280998164160996	0.8307850428195378	1.0	1.0	1.0	-	1567397	1568404	1008	ruvB		Holliday junction DNA helicase RuvB				ATG	 
lmo1533	0.14906473041281032	1.1088503940572694	0.8510697556571365	1.0	1.0	1.0	-	1568420	1569025	606	ruvA		Holliday junction DNA helicase RuvA				TTG	 
lmo1534	0.036278237156418314	1.0254649892794012	0.9647572405571789	1.0	1.0	1.0	-	1569149	1570084	936			L-lactate dehydrogenase				ATG	 
lmo1535	-0.6591400119528998	-1.5791410198485478	0.43974824990938444	1.0	1.0	1.0	-	1570154	1570879	726			hypothetical protein				ATG	 
lmo1536	0.6765849504883104	1.598351764097729	0.40493011080417474	1.0	1.0	1.0	-	1570990	1571838	849			prephenate dehydratase				ATG	 
lmo1537	0.8201756091644103	1.7656208961690756	0.2921023689473332	1.0	1.0	1.0	-	1571905	1573194	1290	obgE		GTPase ObgE				ATG	 
lmo1538	-0.3243454525836498	-1.2520962365599604	0.6870069359086008	1.0	1.0	1.0	-	1573354	1574847	1494	glpK		glycerol kinase				ATG	 
lmo1539	0.04827325971617036	1.0340265718484851	0.9522039148506292	1.0	1.0	1.0	-	1574922	1575740	819			glycerol transporter				ATG	 
lmo1540	0.3615311105330612	1.2847887011848675	0.5706480471328754	1.0	1.0	1.0	-	1576107	1576397	291	rpmA		50S ribosomal protein L27				ATG	 
lmo1541	0.21136513515237	1.157783206043812	0.6897983162382457	1.0	1.0	1.0	-	1576411	1576728	318			hypothetical protein				ATG	 
lmo1542	0.23075521895897033	1.1734490631224008	0.6567850471094501	1.0	1.0	1.0	-	1576747	1577055	309	rplU		50S ribosomal protein L21				ATG	 
lmo1543	0.7959421700317009	1.7362108583514475	0.359549761917501	1.0	1.0	1.0	-	1577212	1578573	1362			ribonuclease G				ATG	 
lmo1544	0.43079827888916	1.3479792408412	0.5910218679970181	1.0	1.0	1.0	-	1578625	1579425	801	minD		septum formation inhibitor MinD				ATG	 
lmo1545	0.4737164891157004	1.3886822123835283	0.5549175557304411	1.0	1.0	1.0	-	1579428	1580105	678	minC		septum formation inhibitor MinC				ATG	 
lmo1546	0.7003201720414598	1.624865353135602	0.38522944726108244	1.0	1.0	1.0	-	1580283	1580801	519	mreD		cell-shape determining protein MreD				ATG	 
lmo1547	0.2427586337086094	1.1832530441600495	0.7605552594983527	1.0	1.0	1.0	-	1580804	1581691	888	mreC		rod shape-determining protein MreC				ATG	 
lmo1548	0.44667628232220835	1.3628967607494102	0.5812395275778512	1.0	1.0	1.0	-	1581777	1582790	1014	mreB		rod shape-determining protein MreB				ATG	 
lmo1549	0.5086133485335393	1.4226821222595307	0.3690738509266245	1.0	1.0	1.0	-	1583242	1583916	675	radC		DNA repair protein RadC				ATG	 
lmo1550	0.2454045355389809	1.185425120710418	0.6742661743612921	1.0	1.0	1.0	-	1583928	1584638	711	comC		competence protein ComC				ATG	 
lmo1551	0.17547164286902106	1.1293335438424248	0.858008321149988	1.0	1.0	1.0	-	1584850	1586139	1290	folC		folyl-polyglutamate synthetase				ATG	 
lmo1552	-0.23070768821748988	-1.173410403541745	0.8013048860003106	1.0	1.0	1.0	-	1586201	1588852	2652	valS		valyl-tRNA synthetase				ATG	 
lmo1553	0.017692316930840946	1.0123388831650624	0.9821447095360027	1.0	1.0	1.0	-	1589175	1590464	1290	hemL		glutamate-1-semialdehyde aminotransferase				TTG	 
lmo1554	-0.3116060123315094	-1.2410885145907793	0.7120804205264607	1.0	1.0	1.0	-	1590477	1591451	975	hemB		delta-aminolevulinic acid dehydratase				ATG	 
lmo1555	0.23623786999551033	1.1779169872618462	0.7983914517716919	1.0	1.0	1.0	-	1591448	1592170	723	hemD		uroporphyrinogen-III synthase				ATG	 
lmo1556	0.022759050966260297	1.015900460095242	0.9814017408528719	1.0	1.0	1.0	-	1592167	1593096	930	hemC		porphobilinogen deaminase				ATG	 
lmo1557	0.11787540283071074	1.085135650987806	0.9005735317140513	1.0	1.0	1.0	-	1593100	1594407	1308	hemA		glutamyl-tRNA reductase				ATG	 
lmo1558	0.6049102833124014	1.52088417127535	0.45381501358449006	1.0	1.0	1.0	-	1594535	1595119	585	engB		GTP-binding protein EngB				ATG	 
lmo1559	-0.13890733292369006	-1.1010708719274438	0.863105786215183	1.0	1.0	1.0	-	1595227	1597149	1923	thrS		threonyl-tRNA synthetase				ATG	 
lmo1560	-0.13758683639075997	-1.1000635245484898	0.8742839864119147	1.0	1.0	1.0	-	1597499	1598422	924	dnaI		primosomal protein DnaI				ATG	 
lmo1561	-0.04525033870854944	-1.0318622141191427	0.9590116647283473	1.0	1.0	1.0	-	1598432	1599808	1377	dnaB		chromosome replication initiation / membrane attachment protein DnaB				TTG	 
lmo1562	-0.11822597458419004	-1.0853993686282306	0.8865470995946916	1.0	1.0	1.0	-	1599814	1600278	465	nrdR		transcriptional regulator NrdR				ATG	 
lmo1563	0.5002062757323706	1.41441578029571	0.6064054756807704	1.0	1.0	1.0	-	1600356	1600958	603	coaE		dephospho-CoA kinase				ATG	 
lmo1564	-0.02200111651187875	-1.0153668866687284	0.9820544553681279	1.0	1.0	1.0	-	1600975	1601796	822	mutM		formamidopyrimidine-DNA glycosylase				ATG	 
lmo1565	-0.15302399103052977	-1.1118976474597857	0.8719168436994351	1.0	1.0	1.0	-	1601820	1604447	2628	polA		DNA polymerase I				GTG	 
lmo1566	0.04243856775637944	1.0298531029622784	0.958140512138149	1.0	1.0	1.0	-	1604613	1605875	1263	citC		isocitrate dehydrogenase				ATG	 
lmo1567	-0.012348558366451101	-1.008596104547415	0.988350154924945	1.0	1.0	1.0	-	1605895	1607016	1122	citZ		citrate synthase				ATG	 
lmo1568	0.5907803196565693	1.5060611200251885	0.5044851680467848	1.0	1.0	1.0	-	1607053	1607514	462			hypothetical protein				ATG	 
lmo1569	0.3449568591320098	1.270113001818646	0.6798254404033452	1.0	1.0	1.0	-	1607671	1608048	378	fxsA		FxsA				ATG	 
lmo1570	-0.1145362461428796	-1.0826269794915317	0.8550095887053744	1.0	1.0	1.0	-	1608166	1609923	1758	pykA		pyruvate kinase				ATG	 
lmo1571	0.2650938376079619	1.201714210410827	0.7040864850779456	1.0	1.0	1.0	-	1610206	1611165	960	pfkA		6-phosphofructokinase				ATG	 
lmo1572	0.18722259805884	1.138569689102931	0.816940261644149	1.0	1.0	1.0	-	1611449	1612405	957	accA		acetyl-CoA carboxylase carboxyltransferase subunit alpha				ATG	 
lmo1573	0.3137397351439084	1.2429254226301818	0.6985781946354779	1.0	1.0	1.0	-	1612395	1613279	885	accD		acetyl-CoA carboxylase subunit beta				TTG	 
lmo1574	-0.6207721277871503	-1.5376979342649737	0.450288997869977	1.0	1.0	1.0	-	1613497	1616823	3327	dnaE		DNA polymerase III subunit alpha				GTG	 
lmo1575	-0.06394795946506093	-1.0453223929169875	0.9356651389796116	1.0	1.0	1.0	-	1616945	1617880	936			hypothetical protein				ATG	 
lmo1576	-0.27464317906690106	-1.2096948590842083	0.7381364427794848	1.0	1.0	1.0	-	1617901	1619214	1314			hypothetical protein				GTG	 
lmo1577	-0.3151279222372594	-1.2441219633812017	0.6925816146203148	1.0	1.0	1.0	-	1619240	1619926	687			metal-dependent hydrolase				ATG	 
lmo1578	-0.03011317917298051	-1.021092227071348	0.9702479487968576	1.0	1.0	1.0	+	1620091	1621188	1098			X-Pro dipeptidase				ATG	 
lmo1579	-0.09937548351529024	-1.0713096116706866	0.9005706589683979	1.0	1.0	1.0	-	1621230	1622342	1113			alanine dehydrogenase				ATG	 
lmo1580	-0.6054595094740911	-1.5214632738376612	0.3961546224522773	1.0	1.0	1.0	+	1622583	1623047	465			hypothetical protein				ATG	 
lmo1581	0.028596823954869066	1.0200195644007568	0.9701549001613117	1.0	1.0	1.0	-	1623099	1624292	1194	ackA		acetate kinase				ATG	 
lmo1582	0.4936812414513092	1.4080330924318947	0.5317582054073302	1.0	1.0	1.0	-	1624316	1625314	999			hypothetical protein				TTG	 
lmo1583	0.1122157006291804	1.080886995841293	0.8880219628713422	1.0	1.0	1.0	-	1625505	1626002	498	tpx		thiol peroxidase				ATG	 
lmo1584	-0.5201575200923791	-1.4341118224049494	0.5275280179351538	1.0	1.0	1.0	-	1626064	1626600	537			hypothetical protein				ATG	 
lmo1585	-0.7704511206212104	-1.7058030928143202	0.359755317163177	1.0	1.0	1.0	-	1626620	1627633	1014			peptidase				ATG	 
lmo1586	-0.23474792611606077	-1.1767011209742526	0.7689005411370513	1.0	1.0	1.0	+	1627812	1628615	804			inorganic polyphosphate/ATP-NAD kinase				ATG	 
lmo1587	-0.4767678460769895	-1.3916224383313	0.6306647508715286	1.0	1.0	1.0	-	1628647	1629597	951	argF		ornithine carbamoyltransferase				ATG	 
lmo1588	-0.7218019756091598	-1.6492407068244395	0.39342120632857713	1.0	1.0	1.0	-	1629594	1630754	1161	argD		acetylornithine aminotransferase				ATG	 
lmo1589	-0.582151258245319	-1.497079938752651	0.49051692670854063	1.0	1.0	1.0	-	1630751	1631503	753	argB		acetylglutamate kinase				GTG	 
lmo1590	-1.9332721113396607	-3.819204341011475	0.04427754177488907	1.0	1.0	1.0	-	1631516	1632712	1197	argJ		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase				ATG	 
lmo1591	-4.17450879546728	-18.057281340491752	9.985476186802345E-6	0.0020277649142199333	0.017296848176169523	0.028388708799079065	-	1632728	1633759	1032	argC		N-acetyl-gamma-glutamyl-phosphate reductase				ATG	 
lmo1592	-0.08033032150705033	-1.0572600846225955	0.9226188662148335	1.0	1.0	1.0	-	1633933	1635144	1212			thiamine biosynthesis protein ThiI				TTG	 
lmo1593	0.41374907017099005	1.332143103554346	0.6095733582091236	1.0	1.0	1.0	-	1635146	1636285	1140			iron-sulfur cofactor synthesis protein NifS				ATG	 
lmo1594	-0.39750198055349983	-1.3172251660940222	0.6245706051743135	1.0	1.0	1.0	-	1636412	1638127	1716			septation ring formation regulator EzrA				ATG	 
lmo1595	-0.539158343094071	-1.4531245286026107	0.522775071024888	1.0	1.0	1.0	+	1638420	1638908	489			hypothetical protein				ATG	 
lmo1596	0.5430924429188089	1.4570924763635886	0.24484159851142362	1.0	1.0	1.0	+	1639120	1639722	603	rpsD		30S ribosomal protein S4				ATG	 
lmo1597	-0.4978329372582415	-1.4120908761087398	0.5456272003703562	1.0	1.0	1.0	-	1640225	1641004	780			hypothetical protein				GTG	 
lmo1598	-0.11992241421645033	-1.086676421271112	0.8816611501122602	1.0	1.0	1.0	-	1641284	1642543	1260	tyrS		tyrosyl-tRNA synthetase				ATG	 
lmo1599	-0.32663349641418904	-1.2540835754960342	0.677397134657468	1.0	1.0	1.0	-	1642865	1643872	1008	ccpA		catabolite control protein A				ATG	 
lmo1600	0.21787118880308043	1.1630161968736898	0.7877679000823476	1.0	1.0	1.0	-	1644106	1645191	1086	aroA		bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase				ATG	 
lmo1601	-0.5678223353788887	-1.482284458594601	0.493681154411034	1.0	1.0	1.0	-	1645412	1645936	525			general stress protein				ATG	 
lmo1602	-0.8755143750263183	-1.8346620958320097	0.2610434376274081	1.0	1.0	1.0	-	1645958	1646413	456			hypothetical protein				ATG	 
lmo1603	-0.41443154281888006	-1.332773428244041	0.5972860133924767	1.0	1.0	1.0	+	1646669	1647781	1113			aminopeptidase				ATG	 
lmo1604	0.5405082888643093	1.4544848697042003	0.3877799744482173	1.0	1.0	1.0	-	1647821	1648366	546			2-cys peroxiredoxin				GTG	 
