NCBI id	RAST id	begin RAST	end RAST	length RAST	diffcenter NCBI-RAST	description RAST
EGD2170	fig|6666666.16889.peg.2270	2285202	2284168	1035	0	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)
EGD2171	fig|6666666.16889.peg.2271	2286131	2285229	903	14	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)
EGD2172	fig|6666666.16889.peg.2272	2288086	2286410	1677	0	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)"
EGD2173	fig|6666666.16889.peg.2273	2288710	2289054	345	0	FIG00774927: hypothetical protein
EGD2174	fig|6666666.16889.peg.2274	2289389	2290384	996	0	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
EGD2175	fig|6666666.16889.peg.2275	2290858	2290442	417	0	Organic hydroperoxide resistance protein
EGD2176	fig|6666666.16889.peg.2276	2291297	2290842	456	0	Organic hydroperoxide resistance transcriptional regulator
EGD2177	fig|6666666.16889.peg.2277	2292657	2291416	1242	0	"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)"
EGD2178	fig|6666666.16889.peg.2278	2293798	2292860	939	0	"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
EGD2179	fig|6666666.16889.peg.2279	2295021	2293918	1104	0	"N-acetylmuramoyl-L-alanine amidase, family 4"
EGD0220	fig|6666666.16889.peg.228	229997	231493	1497	0	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
EGD2180	fig|6666666.16889.peg.2280	2295377	2295556	180	13	FIG00774676: hypothetical protein
EGD2181	fig|6666666.16889.peg.2281	2296335	2295646	690	0	Phosphoglycerate mutase (EC 5.4.2.1)
EGD2182	fig|6666666.16889.peg.2282	2299026	2296426	2601	0	ClpB protein
EGD2183	fig|6666666.16889.peg.2283	2299852	2299175	678	0	FIG01231219: hypothetical protein
EGD2184	fig|6666666.16889.peg.2284	2300734	2299964	771	0	"hydrolase, haloacid dehalogenase-like family"
EGD2185	fig|6666666.16889.peg.2285	2301583	2300798	786	0	"acetyltransferase, GNAT family"
EGD2186	fig|6666666.16889.peg.2286	2302048	2301704	345	0	FIG00774091: hypothetical protein
EGD2187	fig|6666666.16889.peg.2287	2303134	2302205	930	0	"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)"
EGD2188	fig|6666666.16889.peg.2288	2304192	2303131	1062	0	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)
EGD2189	fig|6666666.16889.peg.2289	2304320	2304892	573	34	"Uncharacterized protein, homolog of B.subtilis yhgC"
EGD0221	fig|6666666.16889.peg.229	243030	243488	459	0	Transcriptional regulator CtsR
EGD2190	fig|6666666.16889.peg.2290	2306148	2304931	1218	3	"ABC transporter, permease protein EscB"
EGD2191	fig|6666666.16889.peg.2291	2306890	2306138	753	0	"ABC transporter, ATP-binding protein EcsA"
EGD2192	fig|6666666.16889.peg.2292	2307051	2307473	423	0	"Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)"
EGD2193	fig|6666666.16889.peg.2293	2307503	2307865	363	0	Hypothetical protein SAV1839
EGD2194	fig|6666666.16889.peg.2294	2308048	2308587	540	0	Hypothetical protein SAV1840
EGD2195	fig|6666666.16889.peg.2295	2308704	2309585	882	0	Foldase protein PrsA precursor (EC 5.2.1.8) @ Foldase clustered with pyrimidine conversion
EGD2196	fig|6666666.16889.peg.2296	2310612	2309626	987	23	CMP-binding-factor 1
EGD2197	fig|6666666.16889.peg.2297	2313335	2310612	2724	0	DNA double-strand break repair Rad50 ATPase
EGD2198	fig|6666666.16889.peg.2298	2314567	2313332	1236	0	conserved hypothetical protein
EGD2199	fig|6666666.16889.peg.2299	2315063	2314710	354	0	putative transcriptional regulator
EGD0022	fig|6666666.16889.peg.23	25352	25840	489	0	"PTS system, mannose-specific IIB component (EC 2.7.1.69) / PTS system, mannose-specific IIA component (EC 2.7.1.69)"
EGD0222	fig|6666666.16889.peg.230	243501	244019	519	0	"Nucleotide excision repair protein, with UvrB/UvrC motif"
EGD2200	fig|6666666.16889.peg.2300	2316278	2315145	1134	0	Hypothetical protein SAV1846
EGD2201	fig|6666666.16889.peg.2301	2317749	2316382	1368	0	Fumarate hydratase class II (EC 4.2.1.2)
EGD2202	fig|6666666.16889.peg.2302	2318613	2317819	795	0	FIG00774511: hypothetical protein
EGD2203	fig|6666666.16889.peg.2303	2319515	2318610	906	0	"ABC transporter, ATP-binding protein"
EGD2204	fig|6666666.16889.peg.2304	2319712	2319515	198	5	FIG00774397: hypothetical protein
EGD2205	fig|6666666.16889.peg.2305	2321964	2319820	2145	0	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
EGD2206	fig|6666666.16889.peg.2306	2322286	2322711	426	0	arsenate reductase
EGD2207	fig|6666666.16889.peg.2307	2322776	2323645	870	0	Cobalt-zinc-cadmium resistance protein
EGD2208	fig|6666666.16889.peg.2308	2323961	2325205	1245	30	Hemolysins and related proteins containing CBS domains
EGD2209	fig|6666666.16889.peg.2309	2326123	2325245	879	0	"transcriptional regulator, LysR family"
EGD0223	fig|6666666.16889.peg.231	244016	245038	1023	0	Putative ATP:guanido phosphotransferase YacI (EC 2.7.3.-)
EGD2210	fig|6666666.16889.peg.2310	2326424	2327278	855	0	Inosose isomerase (EC 5.3.99.-)
EGD2211	fig|6666666.16889.peg.2311	2327422	2329272	1851	38	"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)"
EGD2212	fig|6666666.16889.peg.2312	2329330	2330199	870	0	Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)
EGD2213	fig|6666666.16889.peg.2313	2330232	2331440	1209	0	transport protein
EGD2214	fig|6666666.16889.peg.2314	2331600	2332790	1191	0	major facilitator family transporter
EGD2215	fig|6666666.16889.peg.2315	2333892	2332828	1065	0	membrane protein
EGD2216	fig|6666666.16889.peg.2316	2334767	2333889	879	0	FIG00775611: hypothetical protein
EGD2217	fig|6666666.16889.peg.2317	2335170	2334757	414	9	"Transcriptional regulator, GntR family"
EGD2218	fig|6666666.16889.peg.2318	2335726	2335244	483	0	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
EGD2219	fig|6666666.16889.peg.2319	2335872	2336432	561	5	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
EGD0224	fig|6666666.16889.peg.232	245067	247529	2463	0	"ATP-dependent Clp protease, ATP-binding subunit ClpC / Negative regulator of genetic competence clcC/mecB"
EGD2220	fig|6666666.16889.peg.2320	2336454	2337323	870	0	"Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type"
EGD2221	fig|6666666.16889.peg.2321	2337728	2337336	393	0	glyoxalase family protein
EGD2222	fig|6666666.16889.peg.2322	2338386	2337730	657	0	DNA alkylation repair enzyme
EGD2223	fig|6666666.16889.peg.2323	2339267	2338383	885	0	"oxidoreductase of aldo/keto reductase family, subgroup 2"
EGD2225	fig|6666666.16889.peg.2324	2339654	2340274	621	0	Phosphate transport regulator (distant homolog of PhoU)
EGD2226	fig|6666666.16889.peg.2325	2340288	2341286	999	0	Probable low-affinity inorganic phosphate transporter
EGD2227	fig|6666666.16889.peg.2326	2341479	2342939	1461	0	"Amino acid ABC transporter, amino acid-binding/permease protein"
EGD2228	fig|6666666.16889.peg.2327	2342932	2343657	726	0	"amino acid ABC transporter, ATP-binding protein"
EGD2229	fig|6666666.16889.peg.2328	2343730	2344881	1152	0	Aspartate aminotransferase (EC 2.6.1.1)
EGD2230	fig|6666666.16889.peg.2329	2345553	2344924	630	0	"hydrolase, haloacid dehalogenase-like family"
EGD0225	fig|6666666.16889.peg.233	247675	249048	1374	0	DNA repair protein RadA
EGD2231	fig|6666666.16889.peg.2330	2345726	2347018	1293	0	Xanthine/uracil/thiamine/ascorbate permease family protein
EGD2232	fig|6666666.16889.peg.2331	2347128	2347394	267	0	FIG00774062: hypothetical protein
EGD2233	fig|6666666.16889.peg.2332	2347958	2347437	522	0	ThiJ/PfpI family protein
EGD2235	fig|6666666.16889.peg.2333	2348654	2348463	192	0	ribulose-phosphate 3-epimerase family protein
EGD2236	fig|6666666.16889.peg.2334	2348805	2349155	351	0	"PTS system, beta-glucoside-specific, IIA component"
EGD2237	fig|6666666.16889.peg.2335	2350021	2349146	876	0	"Acetyltransferase, GNAT family, potentially associated with YqeK"
EGD2238	fig|6666666.16889.peg.2336	2350409	2350101	309	0	hypothetical protein
EGD2239	fig|6666666.16889.peg.2337	2351226	2350474	753	0	Putative hydrolase of the alpha/beta superfamily
EGD2240	fig|6666666.16889.peg.2338	2351378	2352190	813	0	FIG002540: Haloacid dehalogenase-like hydrolase
EGD2241	fig|6666666.16889.peg.2339	2353170	2352268	903	0	membrane protein
EGD2242	fig|6666666.16889.peg.2340	2353616	2353254	363	0	Uncharacterized protein UPF0344
EGD2243	fig|6666666.16889.peg.2341	2354485	2353637	849	0	Fumarylacetoacetate hydrolase family protein
EGD2244	fig|6666666.16889.peg.2342	2358193	2354486	3708	0	"ATP-dependent nuclease, subunit A"
EGD2245	fig|6666666.16889.peg.2343	2361668	2358195	3474	0	"ATP-dependent nuclease, subunit B"
EGD2247	fig|6666666.16889.peg.2346	2363315	2362968	348	5	DNA-binding protein
EGD2248	fig|6666666.16889.peg.2347	2365319	2363421	1899	0	"PTS system, fructose-specific IIA component (EC 2.7.1.69) / PTS system, fructose-specific IIB component (EC 2.7.1.69) / PTS system, fructose-specific IIC component (EC 2.7.1.69)"
EGD2249	fig|6666666.16889.peg.2348	2366244	2365321	924	0	1-phosphofructokinase( EC:2.7.1.56 )
EGD2250	fig|6666666.16889.peg.2349	2366993	2366241	753	0	"Transcriptional repressor of the fructose operon, DeoR family"
EGD2251	fig|6666666.16889.peg.2350	2367209	2368534	1326	0	Aminopeptidase C (EC 3.4.22.40)
EGD2252	fig|6666666.16889.peg.2351	2368974	2368531	444	0	FIG00774084: hypothetical protein
EGD2253	fig|6666666.16889.peg.2352	2369959	2369048	912	0	Pseudouridine 5'-phosphate glycosidase
EGD2254	fig|6666666.16889.peg.2353	2371110	2369956	1155	18	Pseudouridine kinase (EC 2.7.1.83)
EGD2255	fig|6666666.16889.peg.2354	2371908	2371207	702	0	Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70)
EGD2256	fig|6666666.16889.peg.2355	2373304	2371982	1323	0	Nitrilotriacetate monooxygenase component A (EC 1.14.13.-)
EGD2257	fig|6666666.16889.peg.2356	2373567	2373301	267	0	glutaredoxin family protein
EGD2258	fig|6666666.16889.peg.2357	2374555	2373560	996	0	"Bacterial luciferase family protein YtmO, in cluster with L-cystine ABC transporter"
EGD2259	fig|6666666.16889.peg.2358	2375331	2374552	780	0	"L-Cystine ABC transporter, ATP-binding protein TcyN"
EGD2260	fig|6666666.16889.peg.2359	2376038	2375328	711	0	"L-Cystine ABC transporter, permease protein TcyM"
EGD0227	fig|6666666.16889.peg.236	250274	250972	699	0	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)
EGD2261	fig|6666666.16889.peg.2360	2376765	2376049	717	0	"L-Cystine ABC transporter, permease protein TcyL"
EGD2262	fig|6666666.16889.peg.2361	2377596	2376787	810	0	"L-Cystine ABC transporter, periplasmic cystine-binding protein TcyK"
EGD2263	fig|6666666.16889.peg.2362	2378149	2377613	537	0	"acetyltransferase, GNAT family"
EGD2264	fig|6666666.16889.peg.2363	2378710	2378165	546	0	FMN reductase (EC 1.5.1.29)
EGD2265	fig|6666666.16889.peg.2364	2378953	2379852	900	0	"HTH-type transcriptional regulator YtlI, LysR family"
EGD2266	fig|6666666.16889.peg.2365	2381831	2379879	1953	0	Na+/H+ antiporter
EGD2267	fig|6666666.16889.peg.2366	2383558	2381960	1599	0	Exoenzymes regulatory protein AepA precursor
EGD2268	fig|6666666.16889.peg.2367	2384803	2383562	1242	0	Multidrug resistance protein B
EGD2269	fig|6666666.16889.peg.2368	2384944	2384807	138	0	FIG00774709: hypothetical protein
EGD2270	fig|6666666.16889.peg.2369	2385615	2385004	612	0	FIG00774030: hypothetical protein
EGD0228	fig|6666666.16889.peg.237	250965	251438	474	0	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)"
EGD2271	fig|6666666.16889.peg.2370	2386335	2385805	531	0	membrane protein
EGD2272	fig|6666666.16889.peg.2371	2387083	2386352	732	0	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)
EGD2273	fig|6666666.16889.peg.2372	2387972	2387127	846	0	Cof-like hydrolase
EGD2274	fig|6666666.16889.peg.2373	2390875	2388092	2784	0	FIG00774521: hypothetical protein
EGD2275	fig|6666666.16889.peg.2374	2391381	2390908	474	1	Rrf2 family transcriptional regulator
EGD2276	fig|6666666.16889.peg.2375	2391770	2393293	1524	0	Probable glutamate/gamma-aminobutyrate antiporter
EGD2277	fig|6666666.16889.peg.2376	2393306	2394700	1395	0	Glutamate decarboxylase (EC 4.1.1.15)
EGD2278	fig|6666666.16889.peg.2377	2396319	2394709	1611	48	Listeria RofA-like transcriptional regulator
EGD2279	fig|6666666.16889.peg.2378	2404151	2403393	759	0	"Transcriptional regulator of rhamnose utilization, DeoR family"
EGD2280	fig|6666666.16889.peg.2379	2405608	2404256	1353	0	Glucose-6-phosphate isomerase (EC 5.3.1.9)
EGD0229	fig|6666666.16889.peg.238	251457	252932	1476	0	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
EGD2282	fig|6666666.16889.peg.2381	2406618	2406265	354	0	SSU ribosomal protein S1p
EGD2283	fig|6666666.16889.peg.2382	2406772	2407938	1167	0	Aspartate aminotransferase (EC 2.6.1.1) @ Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
EGD2284	fig|6666666.16889.peg.2383	2408077	2409180	1104	0	"ABC transporter, permease protein"
EGD2285	fig|6666666.16889.peg.2384	2409180	2409860	681	0	ABC transporter ATP-binding protein YvcR
EGD2287	fig|6666666.16889.peg.2386	2410462	2411823	1362	0	Aspartokinase (EC 2.7.2.4)
EGD2288	fig|6666666.16889.peg.2387	2412260	2411865	396	0	FIG00774641: hypothetical protein
EGD2289	fig|6666666.16889.peg.2388	2412931	2412347	585	0	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
EGD2290	fig|6666666.16889.peg.2389	2413226	2414374	1149	32	transporter
EGD0230	fig|6666666.16889.peg.239	253330	253944	615	0	Serine acetyltransferase (EC 2.3.1.30)
EGD2291	fig|6666666.16889.peg.2390	2414720	2417128	2409	0	Na(+) H(+) antiporter subunit A
EGD2292	fig|6666666.16889.peg.2391	2417115	2417537	423	5	Na(+) H(+) antiporter subunit B
EGD2293	fig|6666666.16889.peg.2392	2417537	2417884	348	0	Na(+) H(+) antiporter subunit C
EGD2294	fig|6666666.16889.peg.2393	2417934	2419361	1428	28	Na(+) H(+) antiporter subunit D
EGD2295	fig|6666666.16889.peg.2394	2419368	2419847	480	0	Na(+) H(+) antiporter subunit E
EGD2296	fig|6666666.16889.peg.2395	2419844	2420131	288	0	Na(+) H(+) antiporter subunit F
EGD2297	fig|6666666.16889.peg.2396	2420148	2420708	561	17	Na(+) H(+) antiporter subunit G
EGD2298	fig|6666666.16889.peg.2397	2421116	2420745	372	0	thioesterase family protein
EGD2299	fig|6666666.16889.peg.2398	2421244	2421717	474	0	membrane protein
EGD2300	fig|6666666.16889.peg.2399	2421792	2423054	1263	18	FIG00774264: hypothetical protein
EGD0023	fig|6666666.16889.peg.24	25863	26666	804	0	"PTS system, mannose-specific IIC component (EC 2.7.1.69)"
EGD0231	fig|6666666.16889.peg.240	253951	255366	1416	0	Cysteinyl-tRNA synthetase (EC 6.1.1.16)
EGD2301	fig|6666666.16889.peg.2400	2423909	2423091	819	0	FIG00774533: hypothetical protein
EGD2302	fig|6666666.16889.peg.2401	2425205	2423994	1212	0	NADH dehydrogenase (EC 1.6.99.3)
EGD2303	fig|6666666.16889.peg.2402	2425656	2426651	996	0	Thioredoxin reductase (EC 1.8.1.9)
EGD2304	fig|6666666.16889.peg.2403	2426739	2427368	630	0	oxidoreductase ylbE
EGD2305	fig|6666666.16889.peg.2404	2427647	2427414	234	0	FIG00774402: hypothetical protein
EGD2306	fig|6666666.16889.peg.2405	2427995	2427669	327	0	YuzD-like protein
EGD2308	fig|6666666.16889.peg.2408	2431003	2431239	237	0	Nitrogen-fixing NifU domain protein
EGD2309	fig|6666666.16889.peg.2409	2431352	2431852	501	0	Low temperature requirement C protein
EGD0232	fig|6666666.16889.peg.241	255370	255780	411	0	COG1939: Ribonuclease III family protein
EGD2310	fig|6666666.16889.peg.2410	2433186	2431876	1311	0	CBS-domain containing protein
EGD2311	fig|6666666.16889.peg.2411	2433665	2433222	444	0	"acetyltransferase, GNAT family"
EGD2312	fig|6666666.16889.peg.2412	2434487	2433714	774	3	Hypothetical NagD-like phosphatase
EGD2313	fig|6666666.16889.peg.2413	2434776	2434501	276	0	Hypothetical DUF1027 domain protein
EGD2314	fig|6666666.16889.peg.2414	2436161	2434773	1389	0	5'-nucleotidase family protein in cluster with NagD-like phosphatase
EGD2315	fig|6666666.16889.peg.2415	2436298	2437137	840	0	FIG00774214: hypothetical protein
EGD2316	fig|6666666.16889.peg.2416	2437138	2437503	366	0	FIG00774730: hypothetical protein
EGD2317	fig|6666666.16889.peg.2417	2438378	2437536	843	0	COG1801: Uncharacterized conserved protein
EGD2318	fig|6666666.16889.peg.2418	2438834	2438520	315	0	FIG00774515: hypothetical protein
EGD2319	fig|6666666.16889.peg.2419	2439237	2439440	204	0	DNA-binding protein
EGD0233	fig|6666666.16889.peg.242	255780	256535	756	0	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-) ## LSU rRNA Gm2251
EGD2320	fig|6666666.16889.peg.2420	2439443	2439856	414	0	FIG00775866: hypothetical protein
EGD2321	fig|6666666.16889.peg.2421	2440486	2439935	552	0	hypothetical protein
EGD2322	fig|6666666.16889.peg.2422	2442038	2440644	1395	0	Iron-sulfur cluster assembly protein SufB
EGD2323	fig|6666666.16889.peg.2423	2442504	2442061	444	0	"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2"
EGD2324	fig|6666666.16889.peg.2424	2443727	2442501	1227	0	"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily"
EGD2325	fig|6666666.16889.peg.2425	2445029	2443728	1302	0	Iron-sulfur cluster assembly protein SufD
EGD2326	fig|6666666.16889.peg.2426	2445833	2445048	786	0	Iron-sulfur cluster assembly ATPase protein SufC
EGD2327	fig|6666666.16889.peg.2427	2446173	2447249	1077	0	FIG00774895: hypothetical protein
EGD2328	fig|6666666.16889.peg.2428	2448121	2447291	831	0	Methionine ABC transporter substrate-binding protein
EGD2329	fig|6666666.16889.peg.2429	2448860	2448186	675	0	Methionine ABC transporter permease protein
EGD0234	fig|6666666.16889.peg.243	256538	257050	513	0	"Hypothetical protein DUF901, similar to C-terminal domain of ribosome protection-type Tc-resistance proteins"
EGD2330	fig|6666666.16889.peg.2430	2449879	2448857	1023	0	Methionine ABC transporter ATP-binding protein
EGD2331	fig|6666666.16889.peg.2431	2450384	2450196	189	0	FIG00774101: hypothetical protein
EGD2332	fig|6666666.16889.peg.2432	2451560	2450463	1098	23	sensor histidine kinase
EGD2333	fig|6666666.16889.peg.2433	2452296	2451595	702	3	Phosphate regulon transcriptional regulatory protein PhoB (SphR)
EGD2334	fig|6666666.16889.peg.2434	2453240	2452365	876	0	Cobalt-zinc-cadmium resistance protein
EGD2335	fig|6666666.16889.peg.2435	2453717	2453433	285	0	FIG00774099: hypothetical protein
EGD2336	fig|6666666.16889.peg.2436	2454179	2453802	378	0	Glycine cleavage system H protein
EGD2337	fig|6666666.16889.peg.2437	2454573	2454220	354	0	Arsenate reductase (EC 1.20.4.1)
EGD2338	fig|6666666.16889.peg.2438	2455904	2454729	1176	0	Cell division protein FtsW
EGD2339	fig|6666666.16889.peg.2439	2457149	2455980	1170	0	Cell division protein FtsW
EGD0235	fig|6666666.16889.peg.244	257131	257736	606	0	RNA polymerase sporulation specific sigma factor SigH
EGD2340	fig|6666666.16889.peg.2440	2458083	2457292	792	0	Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)
EGD2341	fig|6666666.16889.peg.2441	2459090	2458080	1011	0	"ABC-type Fe3+-siderophore transport system, permease component"
EGD2342	fig|6666666.16889.peg.2442	2460061	2459090	972	0	Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)
EGD2343	fig|6666666.16889.peg.2443	2460217	2460381	165	0	FIG00774636: hypothetical protein
EGD2344	fig|6666666.16889.peg.2444	2460514	2461272	759	0	putative esterase
EGD2345	fig|6666666.16889.peg.2445	2462715	2461312	1404	0	Glutamate decarboxylase (EC 4.1.1.15)
EGD2346	fig|6666666.16889.peg.2446	2462842	2463147	306	0	FIG00774157: hypothetical protein
EGD2347	fig|6666666.16889.peg.2447	2463996	2463211	786	36	"Beta-glucoside bgl operon antiterminator, BglG family"
EGD2348	fig|6666666.16889.peg.2448	2464335	2464745	411	0	FIG00774650: hypothetical protein
EGD2349	fig|6666666.16889.peg.2449	2465280	2464768	513	0	FIG00774362: hypothetical protein
EGD0237	fig|6666666.16889.peg.245	258009	258188	180	0	Preprotein translocase subunit SecE (TC 3.A.5.1.1)
EGD2350	fig|6666666.16889.peg.2450	2465404	2465745	342	3	FIG00774520: hypothetical protein
EGD2351	fig|6666666.16889.peg.2451	2466160	2465777	384	0	FIG00774812: hypothetical protein
EGD2352	fig|6666666.16889.peg.2452	2467111	2466215	897	0	"Transcriptional regulator, DeoR family"
EGD2353	fig|6666666.16889.peg.2453	2467725	2467156	570	0	FIG00774622: hypothetical protein
EGD2354	fig|6666666.16889.peg.2454	2468320	2467901	420	0	FIG00774986: hypothetical protein
EGD2355	fig|6666666.16889.peg.2455	2473205	2469270	3936	1	alpha-glucosidase
EGD2356	fig|6666666.16889.peg.2456	2474161	2473217	945	0	Internalin-like protein Lmo2445 homolog
EGD2357	fig|6666666.16889.peg.2457	2477496	2474221	3276	0	"glycosyl hydrolase, family 31"
EGD2358	fig|6666666.16889.peg.2458	2477879	2478787	909	0	transcriptional activator
EGD2359	fig|6666666.16889.peg.2459	2479307	2478843	465	0	tmRNA-binding protein SmpB
EGD0238	fig|6666666.16889.peg.246	258318	258851	534	0	Transcription antitermination protein NusG
EGD2360	fig|6666666.16889.peg.2460	2481704	2479323	2382	0	3'-to-5' exoribonuclease RNase R
EGD2361	fig|6666666.16889.peg.2461	2482484	2481738	747	0	Carboxylesterase (EC 3.1.1.1)
EGD2362	fig|6666666.16889.peg.2462	2482976	2482743	234	0	Preprotein translocase subunit SecG (TC 3.A.5.1.1)
EGD2363	fig|6666666.16889.peg.2463	2483819	2483076	744	0	Carboxylesterase (EC 3.1.1.1)
EGD2364	fig|6666666.16889.peg.2464	2484721	2484002	720	0	Menaquinone biosynthesis related protein MenX
EGD2365	fig|6666666.16889.peg.2465	2485021	2484854	168	0	hypothetical protein
EGD2366	fig|6666666.16889.peg.2466	2486422	2485130	1293	0	Enolase (EC 4.2.1.11)
EGD2367	fig|6666666.16889.peg.2467	2488090	2486558	1533	0	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)"
EGD2368	fig|6666666.16889.peg.2468	2488847	2488092	756	6	Triosephosphate isomerase (EC 5.3.1.1)
EGD2369	fig|6666666.16889.peg.2469	2490083	2488893	1191	0	Phosphoglycerate kinase (EC 2.7.2.3)
EGD0239	fig|6666666.16889.peg.247	258906	259376	471	0	FIG00774375: hypothetical protein
EGD2370	fig|6666666.16889.peg.2470	2491228	2490218	1011	0	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
EGD2371	fig|6666666.16889.peg.2471	2492306	2491260	1047	0	"transcriptional regulator, putative"
EGD2372	fig|6666666.16889.peg.2472	2494091	2492748	1344	0	RNA polymerase sigma-54 factor RpoN
EGD2373	fig|6666666.16889.peg.2473	2495176	2494250	927	0	dipeptidase
EGD2374	fig|6666666.16889.peg.2474	2497417	2495255	2163	36	FIG00774322: hypothetical protein
EGD2375	fig|6666666.16889.peg.2475	2498107	2497496	612	1	"Transcriptional regulator, TetR family"
EGD2378	fig|6666666.16889.peg.2478	2500765	2499329	1437	0	Chitin binding protein
EGD2379	fig|6666666.16889.peg.2479	2500922	2501518	597	0	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
EGD0240	fig|6666666.16889.peg.248	259503	259928	426	0	LSU ribosomal protein L11p (L12e)
EGD2380	fig|6666666.16889.peg.2480	2502957	2501566	1392	0	Amino acid permease
EGD2381	fig|6666666.16889.peg.2481	2503190	2504341	1152	7	Internalin-like protein Lmo2470 homolog
EGD2383	fig|6666666.16889.peg.2484	2506407	2505436	972	0	FIG001886: Cytoplasmic hypothetical protein
EGD2384	fig|6666666.16889.peg.2485	2507383	2506415	969	0	"FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like"
EGD2385	fig|6666666.16889.peg.2486	2508260	2507385	876	0	FIG000506: Predicted P-loop-containing kinase
EGD2386	fig|6666666.16889.peg.2487	2510098	2508368	1731	0	Phosphomannomutase (EC 5.4.2.8)
EGD2387	fig|6666666.16889.peg.2488	2511201	2510140	1062	9	Aldose 1-epimerase (EC 5.1.3.3)
EGD2388	fig|6666666.16889.peg.2489	2512201	2511218	984	0	UDP-glucose 4-epimerase (EC 5.1.3.2)
EGD0241	fig|6666666.16889.peg.249	259968	260657	690	0	LSU ribosomal protein L1p (L10Ae)
EGD2389	fig|6666666.16889.peg.2490	2513279	2512320	960	0	Thioredoxin reductase (EC 1.8.1.9)
EGD2390	fig|6666666.16889.peg.2491	2514833	2513358	1476	0	TPR domain protein
EGD2392	fig|6666666.16889.peg.2493	2516073	2515420	654	0	Inorganic pyrophospatase PpaX (EC 3.1.3.18)
EGD2393	fig|6666666.16889.peg.2494	2516950	2516117	834	0	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
EGD2394	fig|6666666.16889.peg.2495	2517974	2517036	939	0	HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)
EGD2395	fig|6666666.16889.peg.2496	2518514	2518161	354	0	membrane protein
EGD2396	fig|6666666.16889.peg.2497	2518723	2518523	201	0	"PspC domain protein, truncated"
EGD2397	fig|6666666.16889.peg.2498	2519958	2518747	1212	0	FIG00774998: hypothetical protein
EGD2398	fig|6666666.16889.peg.2499	2521288	2520026	1263	0	"Hypothetical protein, homolog of fig|393130.3.peg.2627"
EGD0024	fig|6666666.16889.peg.25	26647	27468	822	3	"PTS system, mannose-specific IID component (EC 2.7.1.69)"
EGD0242	fig|6666666.16889.peg.250	260905	261405	501	0	LSU ribosomal protein L10p (P0)
EGD2399	fig|6666666.16889.peg.2500	2524367	2521497	2871	0	Excinuclease ABC subunit A
EGD2400	fig|6666666.16889.peg.2501	2526351	2524375	1977	0	Excinuclease ABC subunit B
EGD2401	fig|6666666.16889.peg.2502	2526841	2526602	240	0	FIG00774798: hypothetical protein
EGD2402	fig|6666666.16889.peg.2503	2527509	2526862	648	0	"Nucleotidase YfbR, HD superfamily"
EGD2403	fig|6666666.16889.peg.2504	2527917	2527531	387	9	FIG00774298: hypothetical protein
EGD2404	fig|6666666.16889.peg.2505	2528328	2528023	306	0	"Transcriptional regulator, ArsR family"
EGD2405	fig|6666666.16889.peg.2506	2529256	2528597	660	0	Phosphate transport system regulatory protein PhoU
