Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1685	-0.7254587719872898	0.4009868391263238	-1.0956545317949997	1.4349879309324858E-10	1.5102919340179897	0.5000000038176022	0.50000020570552	+	1749878	1751176	1299	gsaB		glutamate-1-semialdehyde aminotransferase				ATG	 
lmo1686	0.17634374712170953	0.8274792204501378	-0.1835630479399999	0.0386564856225134	-1.0409387967315207	0.7503429374985497	1.0	+	1751283	1752371	1089			hypothetical protein				ATG	 
lmo1687	-0.8040388343029381	0.3132143394279291	-1.4124232926399996	1.1634037764244134E-5	1.7566605397418407	0.5001419725280665	0.516677393135044	-	1752413	1752940	528			hypothetical protein				ATG	 
lmo1688	0.10940448524715052	0.9091701843922697	-0.23932011918999985	0.19172590363198416	-2.1874799616246356	1.0	1.0	-	1753095	1753841	747			enoyl-ACP reductase				ATG	 
lmo1689	0.7388575514952098	0.4576660632263807	-0.005472875113999187	0.554535864449675	-0.007407212801606818	1.0	1.0	-	1753845	1754942	1098			A/G-specific adenine glycosylase				ATG	 
lmo1690	-0.53532815622059	0.5065512640851151	-1.2695082173200003	3.6373636990526113E-9	2.371457960072028	0.5000000786583942	0.5000052141608626	+	1755143	1756123	981			hypothetical protein				TTG	 
lmo1691	-0.8815933202739394	0.3251585025956374	-1.455716080747	0.0015291647546604025	1.6512331108573532	0.5131529799784618	1.0	-	1756156	1756617	462			deoxyuridine triphosphate nucleotidohydrolase				TTG	 
lmo1692	-0.9169186106704803	0.33528976246655795	-1.549448377175	4.505909611152311E-6	1.6898428706142126	0.5000587968983379	0.5064592214275868	-	1756629	1756862	234			hypothetical protein				TTG	 
lmo1693	1.2212383758580803	0.2254574552344082	0.8937836986035004	0.002305932198130577	0.7318666988134074	0.5190703910093958	1.0	-	1756864	1757673	810	recX		recombination regulator RecX				ATG	 
lmo1694	0.39019168041906127	0.6289978735815209	-0.17569548396999934	0.4549779854846654	-0.45027993365031377	1.0	1.0	+	1757771	1758673	903			CDP-abequose synthase				TTG	 
lmo1695	-0.1035276277275905	0.8975017061256885	-0.8402045876524995	2.5117515522102815E-8	8.115752346449082	0.5000004708019767	0.500036005958501	-	1758694	1761291	2598			hypothetical protein				ATG	 
lmo1696	0.3521733146922408	0.7085088719492374	0.17435072399800022	0.1851968879433361	0.49507079816755234	1.0	1.0	-	1761318	1761992	675			hypothetical protein				ATG	 
lmo1697	-0.7995482857487097	0.41325581501269504	-1.5291894742849999	1.0447664756181002E-15	1.9125667599337575	0.5000000000000568	0.5000000000014977	+	1762200	1763165	966			hypothetical protein				ATG	 
lmo1698	-0.2646652667829894	0.7927713968129473	-0.8095812298155001	0.0034078247885964167	3.05888732456651	0.5272978650856146	1.0	-	1763209	1763751	543			ribosomal-protein-alanine N-acetyltransferase				ATG	 
lmo1699	1.696675633670961	0.09104300712277369	1.3407830755450003	0.0021644684805215055	0.790241251148315	0.5179855324212298	1.0	+	1763941	1764843	903			chemotaxis protein				ATG	 
lmo1700	2.399174781761621	0.01028853208789382	0.5043981936600002	0.4488402010830763	0.21023820252463646	1.0	1.0	+	1764871	1765077	207			hypothetical protein				TTG	 
lmo1701	-2.1690412622403397	0.029680004861983855	-1.1165932320589995	0.005466638971825248	0.5147865333394823	0.542135162641708	1.0	-	1765117	1765470	354			hypothetical protein				ATG	 
lmo1702	-0.8767969328633392	0.3371545615599002	0.07523853682500015	0.0729048366882454	-0.08581067520308845	0.9400106318918251	1.0	-	1765499	1765900	402			glutathione transferase				ATG	 
lmo1703	0.5183831941514097	0.5240349611370707	0.1891511858954995	0.5735836683091421	0.3648868019441466	1.0	1.0	-	1765915	1767294	1380			RNA methyltransferase				ATG	 
lmo1704	0.3958738689939505	0.6661788070773023	0.1677054374125	0.3449315992572751	0.42363351195343174	1.0	1.0	-	1767359	1767739	381			hypothetical protein				ATG	 
lmo1705	-1.7263673955888397	0.07360543289637977	-1.9161656156499998	1.7229823531686319E-9	1.109940804342185	0.5000000391988506	0.5000024698952032	+	1767846	1768490	645			deoxyguanosine kinase/deoxyadenosine kinase				ATG	 
lmo1706	-0.0239901483519791	0.9778596733498575	-0.5366035988694997	0.003411838147725505	22.367664884624684	0.527312139055402	1.0	-	1768520	1769389	870			transporter				GTG	 
lmo1707	-0.3834649359601805	0.7011551412061618	-0.8109665654849996	0.011601685175895663	2.1148389055556605	0.584224469763981	1.0	+	1769479	1769700	222			hypothetical protein				ATG	 
lmo1708	-0.57203125332145	0.5064984943353396	-0.8595535964900001	1.1928048291164968E-6	1.5026339758519773	0.5000171963580088	0.5017098857225385	-	1769720	1770526	807			aminoglycoside N3'-acetyltransferase				ATG	 
lmo1709	-0.49848983503219024	0.5312860167860232	-1.16440481181	4.9924491333523086E-8	2.335864705716232	0.5000008871706025	0.5000715667583266	-	1770648	1771406	759			methionine aminopeptidase				ATG	 
lmo1710	-0.5108248913997908	0.5216851595656264	-1.2205434733499998	1.2870276610535254E-5	2.3893578678309875	0.500156124655941	0.5184495415212023	+	1771594	1772040	447			flavodoxin				ATG	 
lmo1711	-1.24972806784419	0.11556550516484576	-1.5271462900600001	5.2746070420926646E-14	1.221982869196787	0.5000000000021959	0.5000000000756115	+	1772178	1773410	1233			aminopeptidase				ATG	 
lmo1712	-0.4624982157322197	0.6263965721917468	-1.1584759445749995	2.773505519652898E-12	2.50482251643051	0.5000000000900456	0.5000000039758201	+	1773514	1774773	1260			multidrug resistance protein				ATG	 
lmo1713	-0.6892751302261804	0.42844496144181565	-1.39697159315	8.068921092417337E-11	2.0267256598850367	0.5000000022143966	0.5000001156679839	+	1774991	1775983	993			rod shape-determining protein MreB				ATG	 
lmo1714	-2.30933113713857	7.629450945834115E-5	-3.073726147991	4.21570544375919E-9	1.3310027732963283	0.009439904959322645	0.10845868840878557	-	1776257	1776829	573			hypothetical protein				ATG	 
lmo1715	0.12547100354128915	0.6202204052029763	-0.7126856270760005	0.43667120142561944	-5.680082305562135	1.0	1.0	-	1776910	1777578	669			hypothetical protein				ATG	 
lmo1716	-2.7866005935433993	1.879536970506024E-9	-2.121046745899999	5.896933917779688E-9	0.7611592241868103	7.083788118726758E-7	1.1125016574711495E-5	+	1777763	1778338	576			transcriptional regulator				ATG	 
lmo1717	-2.9714006027039694	7.764777709695636E-11	-3.668837072342	2.181836221936311E-17	1.2347164057930675	2.9422210914790277E-8	1.103763464199457E-7	-	1778415	1779482	1068			hypothetical protein				ATG	 
lmo1718	-0.5005811181817403	0.5388300182000876	-0.8490277861979996	1.0354565611524299E-6	1.6960843215219967	0.5000151058338349	0.501484326980412	-	1779714	1780802	1089			hypothetical protein				ATG	 
lmo1719	-1.11707787423701	0.1839992213958478	-1.2671679078725	3.0886750935450887E-4	1.1343595080495217	0.5029956264098515	0.9427615746596885	-	1780824	1781126	303			PTS lichenan transporter subunit IIA				ATG	 
lmo1720	-1.2295785857716606	0.15183755182826075	-1.2989000879094998	1.7434919267774976E-7	1.056378260763491	0.500002811596179	0.5002499295677035	-	1781196	1781504	309			PTS lichenan transporter subunit IIB				ATG	 
lmo1721	-0.21082220625206993	0.8324290802998134	0.5158341425845001	0.05995404103156024	-2.4467732870973853	0.8678327045470999	1.0	-	1781661	1784339	2679			transcriptional regulator				ATG	 
lmo1722	0.7219967699802492	0.42503304590815993	0.7317404380769998	2.068916655066716E-5	1.0134954455502858	0.5002409434137912	0.5296579202503814	-	1784473	1785798	1326			ATP-dependent RNA helicase				ATG	 
lmo1723	1.5071796143572405	0.1161883844521654	0.8060675643190001	1.2666380975122515E-5	0.5348185157498695	0.5001539564383448	0.5181572571278381	-	1785841	1786614	774			hypothetical protein				ATG	 
lmo1724	1.0059959601253503	0.17105391019737914	0.4148730371999996	0.017536886831225104	0.4124003014369015	0.6221674524080534	1.0	-	1786607	1787287	681			ABC transporter ATP-binding protein				ATG	 
lmo1725	0.4230430379912109	0.5838773953770064	-0.2963505370524997	0.45288988307861133	-0.700521011903892	1.0	1.0	-	1787280	1787648	369			GntR family tramscriptional regulator				ATG	 
lmo1726	-0.8810791428982192	0.2980565505888271	-1.2025129912785	1.284753285936577E-4	1.3648183604970572	0.5013192231424929	0.6841693835390084	-	1787769	1788752	984			hypothetical protein				ATG	 
lmo1727	-0.7768044403231986	0.441272866502988	-0.7220789285500002	4.6747715062007647E-4	0.9295504647856683	0.5043678113468958	1.0	-	1788812	1789777	966			LacI family transcriptional regulator				GTG	 
lmo1728	0.8836343892122214	0.2637886639575915	0.45514288098899947	2.608861081895196E-4	0.5150805429774739	0.502564816992527	0.8739802360896765	-	1789825	1793085	3261			cellobiose phosphorylase				GTG	 
lmo1729	0.3379195196917095	0.7201116760845945	-0.09808301797749985	0.5731335202438107	-0.29025555572221123	1.0	1.0	-	1793082	1795253	2172			beta-glucosidase				ATG	 
lmo1730	0.17622033917596092	0.8459113256199606	-0.0317050101349996	0.207890413240293	-0.17991686024018638	1.0	1.0	+	1795681	1796925	1245			sugar ABC transporter substrate-binding protein				ATG	 
lmo1731	0.21226581718242077	0.7477290506524406	-0.6008276119099998	0.006392214476785757	-2.830543419026578	0.5487473578143879	1.0	+	1796987	1797880	894			sugar ABC transporter permease				ATG	 
lmo1732	-0.6596137589619309	0.47345691305904625	-0.5662049198799997	0.14253553591010693	0.8583885829960042	1.0	1.0	+	1797897	1798727	831			sugar ABC transporter permease				ATG	 
lmo1733	0.8565007484415013	0.3976562822699514	0.5980453516064999	4.356496556255148E-4	0.6982426491683867	0.504092302594189	1.0	-	1798772	1800241	1470	gltD		glutamate synthase subunit beta				ATG	 
lmo1734	0.8299104634051009	0.408668197147235	0.5655363038040004	0.01676556624459769	0.6814425516261354	0.6174627328020099	1.0	-	1800256	1804848	4593			glutamate synthase large subunit				ATG	 
lmo1735	0.013006269594440845	0.9897498341397144	-0.6457862367799994	3.687728068545744E-5	-49.65191841448697	0.5004129652482249	0.5528635818626032	+	1805041	1805928	888	gltC		transcription activator of glutamate synthase operon GltC				ATG	 
lmo1736	-0.23829690254825842	0.7881147638744397	-0.5625836307490006	8.095585690264317E-4	2.3608516297649724	0.5072752169064256	1.0	-	1805925	1806443	519			hypothetical protein				ATG	 
lmo1737	0.21396293784926002	0.7909863178948069	-0.3549523025850001	4.499016277442812E-5	-1.658942927933945	0.5004978943718441	0.5644933983371427	-	1806446	1807552	1107			glycerol dehydrogenase				TTG	 
lmo1738	5.18355074702941	1.6869532437624457E-9	5.2154524614805	2.234372552536941E-26	1.006154413452858	5.382892195323168E-7	2.3980040360083166E-6	-	1807643	1808458	816			amino acid ABC transporter substrate-binding protein				ATG	 
lmo1739	1.2377998642364307	0.1750700297955876	1.6108918035830007	0.0017202331525013896	1.3014153985036356	0.5146319193553898	1.0	-	1808460	1809107	648			amino acid ABC transporter ATP-binding protein				ATG	 
lmo1740	3.9082820378021204	2.1833494345813165E-5	3.708618139326001	6.526387241359207E-5	0.9489126177320603	0.003893441984168818	0.12459207331745764	-	1809118	1809759	642			amino acid ABC transporter permease				ATG	 
lmo1741	1.415839715205431	0.14915097739210736	1.3861965840430002	5.2953796367591195E-5	0.9790632153879582	0.5005787046071077	0.575909267092942	-	1810157	1811197	1041			histidine kinase				ATG	 
lmo1742	1.1993878412849108	0.2223311686483045	1.0338002689840002	3.7192289154586205E-13	0.8619399275187618	0.5000000000135484	0.5000000005331514	-	1811219	1812961	1743	adeC		adenine deaminase				TTG	 
lmo1743	1.5374226464544112	0.1025443249894824	1.2704913503800002	0.002600173841356282	0.8263774137254936	0.5213451652300733	1.0	-	1812978	1813436	459			hypothetical protein				ATG	 
lmo1744	1.4109274246317005	0.1565126660517595	0.9305973074115002	1.0683381077978414E-6	0.6595642633102956	0.5000155393322651	0.5015314626775282	-	1813457	1814332	876			hypothetical protein				ATG	 
lmo1745	0.16642365159811057	0.8367202674827918	-0.16260809913899976	0.359221319836016	-0.9770732559797161	1.0	1.0	-	1814403	1815080	678			two-component response regulator				ATG	 
lmo1746	0.48529071073713936	0.6092414305248972	0.5191935387855002	0.013553011959413351	1.0698608633923028	0.5964455411531252	1.0	-	1815143	1817122	1980			ABC transporter permease				ATG	 
lmo1747	0.14659219794843992	0.8825732757596314	-0.2246539225834998	0.2393128066147685	-1.5325094086011053	1.0	1.0	-	1817112	1817879	768			ABC transporter ATP-binding protein				ATG	 
lmo1748	0.48478199072507966	0.6310721972381566	0.3598339376800004	0.18618943548221423	0.7422592929696156	1.0	1.0	-	1818007	1818516	510			hypothetical protein				ATG	 
lmo1749	0.7637868002189006	0.3573175951353822	0.4077742885250004	0.3766669537273951	0.5338849642441225	1.0	1.0	+	1818740	1819213	474			shikimate kinase				ATG	 
lmo1750	-0.2630494708376787	0.7828653915114233	-0.45636217417699987	0.018097637770256435	1.7348910557535757	0.6256447535253387	1.0	-	1819244	1819798	555			hypothetical protein				ATG	 
lmo1751	0.20709271678702024	0.8219863677355164	-0.3818836969439996	0.009733399523792463	-1.8440228264364271	0.5716817022703489	1.0	-	1820133	1821494	1362			hypothetical protein				TTG	 
lmo1752	2.262175217173871	0.01970028897899212	1.7016006840200002	7.270528430628129E-9	0.7521966782687174	0.5000001498414492	0.5000104223025053	-	1821518	1822273	756			hypothetical protein				ATG	 
lmo1753	0.4175292649212885	0.6362560010994711	0.07744727966200005	0.8512254965071528	0.18548946425731427	1.0	1.0	-	1822421	1823353	933			lipid kinase				ATG	 
lmo1754	0.010706689679009784	0.989338798952978	-0.10521945790799991	0.4567015716531998	-9.82745003941603	1.0	1.0	-	1823494	1824924	1431	gatB		aspartyl/glutamyl-tRNA amidotransferase subunit B				ATG	 
lmo1755	0.3488990525515092	0.6690693283746898	0.22619737231299997	0.07534660907882676	0.648317530984426	0.9522944574360546	1.0	-	1824936	1826387	1452	gatA		aspartyl/glutamyl-tRNA amidotransferase subunit A				TTG	 
lmo1756	1.3394552212942017	0.10661539776386597	0.9352281159040001	0.006304969498202166	0.6982152900941091	0.5481119994243634	1.0	-	1826411	1826704	294	gatC		aspartyl/glutamyl-tRNA amidotransferase subunit C				TTG	 
lmo1757	0.7845078359196407	0.37422969809998463	0.7734585522585	2.13361959695802E-6	0.9859156490792879	0.5000294089016815	0.5030585436922393	-	1826829	1827944	1116			hypothetical protein				ATG	 
lmo1758	0.7944402551231011	0.357395512083722	0.5653429036755	0.004207034313628272	0.7116241907805871	0.533050906877442	1.0	-	1827941	1829956	2016	ligA		NAD-dependent DNA ligase LigA				ATG	 
lmo1759	0.3042873603462599	0.7255610557202459	0.033722227164000085	1.55286979220281E-4	0.11082362121655762	0.5015773307663032	0.7226038847122729	-	1829982	1832177	2196	pcrA		ATP-dependent DNA helicase				TTG	 
lmo1760	-0.5397822716040395	0.5928086682006513	-0.38687854302549973	0.07976016988718491	0.716730732700493	0.9764517117052842	1.0	-	1832242	1832919	678			geranylgeranylglyceryl phosphate synthase-like protein				ATG	 
lmo1761	-1.0586077705761703	0.2713443291003579	-1.3980424594999994	3.917644758517572E-15	1.3206425442532737	0.5000000000001934	0.500000000005616	+	1833125	1834480	1356			sodium-dependent transporter				ATG	 
lmo1762	-0.22637823352671038	0.8226271250230951	-0.23923983245399993	0.2883043762876131	1.0568146447956623	1.0	1.0	-	1834523	1834777	255			hypothetical protein				TTG	 
lmo1763	0.24331068347335005	0.7897350322029808	-0.22723595008849995	0.516497514768626	-0.9339333022480668	1.0	1.0	-	1834795	1835091	297			hypothetical protein				ATG	 
lmo1764	-0.7142084658526198	0.46247793633893164	-1.859600302344	3.9617730903219033E-13	2.603722010105292	0.5000000000143465	0.5000000005679202	-	1835229	1836491	1263	purD		phosphoribosylamine--glycine ligase				ATG	 
lmo1765	-0.8587374817739191	0.3939539526629783	-1.5728044089585	4.186459341126651E-10	1.831531105070099	0.5000000104283138	0.5000006001289465	-	1836516	1838045	1530	purH		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase				ATG	 
lmo1766	-1.1957357395481303	0.23176914874332954	-0.12750857586899977	0.08681744477081677	0.10663608325129212	1.0	1.0	-	1838051	1838617	567	purN		phosphoribosylglycinamide formyltransferase				ATG	 
lmo1767	0.10468495617012863	0.9160807842439451	-0.6647816057719997	0.007751545139740786	-6.350306959976472	0.5579227486525119	1.0	-	1838614	1839663	1050	purM		phosphoribosylaminoimidazole synthetase				ATG	 
lmo1768	0.8309589044987096	0.3757275564326501	1.0927354975174999	0.6192933463151152	1.3150295298619028	1.0	1.0	-	1839682	1841109	1428	purF		amidophosphoribosyltransferase				ATG	 
lmo1769	-0.35243729348636954	0.725794295344401	0.4214519016339999	0.0012928737896526715	-1.1958209571550336	0.5112630130282954	1.0	-	1841094	1843313	2220	purQ		phosphoribosylformylglycinamidine synthase II				ATG	 
lmo1770	0.9709799619643	0.322151991696217	1.828437554043	0.022533773864549737	1.8830847449663703	0.6536541372219917	1.0	-	1843306	1843989	684	purL		phosphoribosylformylglycinamidine synthase I				ATG	 
lmo1771	1.17644233140971	0.23371578142210891	1.7512867354815003	2.8998849747537422E-8	1.4886294795113026	0.5000005369750311	0.5000415698511131	-	1843993	1844238	246			phosphoribosylformylglycinamidine synthase subunit PurS				ATG	 
lmo1772	0.8423709176632705	0.38812943693536806	1.3892614644810002	5.0911629601951E-8	1.6492277159031072	0.500000903114234	0.5000729818210344	-	1844250	1844963	714	purC		phosphoribosylaminoimidazole-succinocarboxamide synthase				GTG	 
lmo1773	-1.2001746340465118	0.1891330441417327	-0.04989991856000042	7.243705739951172E-5	0.041577214802280674	0.5007738238755345	0.6038385217822001	-	1845044	1846336	1293	purB		adenylosuccinate lyase				ATG	 
lmo1774	0.0020936526921104814	0.9980019136530389	0.1289536507410003	0.6500265836831508	61.592665883380164	1.0	1.0	-	1846355	1847479	1125	purK		phosphoribosylaminoimidazole carboxylase ATPase subunit				TTG	 
lmo1775	0.8148411782216698	0.4046604785930763	0.6878062808749998	0.011544825112740922	0.8440985792790761	0.5839610810973666	1.0	-	1847472	1847960	489	purE		phosphoribosylaminoimidazole carboxylase catalytic subunit				ATG	 
lmo1776	-1.2582169430626493	0.2082668170379819	-2.04228918774	3.2542970600233597E-7	1.6231614102801903	0.5000050548207077	0.5004665034835544	-	1848166	1848690	525			hypothetical protein				GTG	 
lmo1777	1.050750965173231	0.2582749836417526	0.11359830268300009	0.5450271922347928	0.10811153779361203	1.0	1.0	-	1854077	1854682	606			hypothetical protein				ATG	 
lmo1778	-0.8675004647871507	0.3886226164808486	-1.6165163330999994	6.592046129259464E-16	1.8634184057718364	0.500000000000037	0.500000000000945	+	1854748	1855521	774			ABC transporter ATP-binding protein				ATG	 
lmo1779	-1.1467408185574897	0.2445949894109598	-1.8978105709899997	2.6669806855929446E-5	1.6549603365277405	0.5003042250198767	0.5382311681279749	+	1855571	1855933	363			hypothetical protein				TTG	 
lmo1780	-0.7011684458325593	0.4120231080171731	-1.1354472628519998	7.772272883347956E-11	1.6193644617076042	0.5000000021377791	0.5000001114155318	-	1855952	1857184	1233			aminotripeptidase				ATG	 
lmo1781	1.3210741629002998	0.14787989492111553	0.4277862405080004	0.5218108855250023	0.32381697600446147	1.0	1.0	-	1857242	1857772	531			hypothetical protein				ATG	 
lmo1782	-2.0023563550065013	0.0416494496150539	-2.7419176252749997	6.826209341132042E-16	1.3693454805980811	0.5000000000000382	0.5000000000009786	+	1857856	1858611	756			3'-exo-deoxyribonuclease				GTG	 
lmo1783	0.21699372672134132	0.7426580404539762	-0.1785601361860003	0.7203019934768131	-0.8228815592226931	1.0	1.0	-	1858651	1859010	360	rplT		50S ribosomal protein L20				ATG	 
lmo1784	0.04279027082904108	0.9436594709820054	-0.2916806392074993	0.5375560430886803	-6.8165177166754525	1.0	1.0	-	1859050	1859250	201	rpmI		50S ribosomal protein L35				ATG	 
lmo1785	0.15163197544154094	0.7741720561638588	-0.23221798804350025	0.06332036326499176	-1.5314579089753257	0.8865483291330059	1.0	-	1859272	1859787	516	infC		translation initiation factor IF-3				ATT	 
lmo1786	3.9759786857999693	6.117422294060759E-6	3.7593461922130005	1.7322300011393987E-31	0.9455146743214037	9.760028869784337E-4	0.00869591579100737	-	1860200	1861090	891	inlC		internalin C				TTG	 
lmo1787	-0.22163359690269147	0.6560278967085893	-0.8799261830794998	0.048185441516479695	3.970184102845349	0.8036976257803115	1.0	-	1861907	1862251	345	rplS		50S ribosomal protein L19				ATG	 
lmo1788	0.0073709058528201865	0.9940280576839398	-0.4266633574599994	0.4273399898570167	-57.884792721474454	1.0	1.0	+	1862459	1862893	435			transcriptional regulator				ATG	 
lmo1789	0.49566736443253845	0.6064939696626701	-0.3619479904699996	0.04737731334066273	-0.7302235661296228	0.7992205632528835	1.0	+	1862893	1863480	588			hypothetical protein				ATG	 
lmo1790	0.3903653982947102	0.6918539887422352	-0.5424434911199998	0.0012184032995508727	-1.3895788240700493	0.5106445599132126	1.0	+	1863501	1864217	717			hypothetical protein				ATG	 
lmo1791	0.27577320361083935	0.7349851737993154	-0.05227993916199969	0.8469866032724022	-0.1895758488405391	1.0	1.0	-	1864248	1864637	390			hypothetical protein				ATG	 
lmo1792	0.29889906000363986	0.7114827732164517	-0.13177172436600015	0.8940096848881465	-0.44085693800574516	1.0	1.0	-	1864657	1865394	738	trmD		tRNA (guanine-N(1)-)-methyltransferase				ATG	 
lmo1793	1.9382955481722615	0.0264791017384709	1.6641875390370005	7.271828537306651E-9	0.8585829651243153	0.5000001497038865	0.5000104241662082	-	1865394	1865912	519	rimM		16S rRNA-processing protein RimM				ATG	 
lmo1794	2.012961333349251	0.041929728802299504	1.8163904896154999	0.008078845797129357	0.9023474318770504	0.5602214135842701	1.0	-	1865922	1866308	387			hypothetical protein				GTG	 
lmo1795	-0.5654327937848693	0.5751011770563932	-0.0022369752150002142	0.18364884747414134	0.003956217678897694	1.0	1.0	-	1866336	1867070	735			hypothetical protein				ATG	 
lmo1796	-0.005429166869838298	0.9946162765296019	-0.500102827523	0.22195549026081296	92.11410139211561	1.0	1.0	-	1867180	1867410	231			hypothetical protein				ATG	 
lmo1797	-0.10353431944303892	0.8551744201357231	-0.5708185842980003	0.10115539097624753	5.5133272461605864	1.0	1.0	-	1867427	1867699	273	rpsP		30S ribosomal protein S16				ATG	 
lmo1798	-0.10696466477266942	0.8800162473748261	-0.9425926322024996	8.846275636825718E-5	8.81218703583823	0.5009334203341955	0.6268113612538967	-	1867802	1869460	1659			hypothetical protein				ATG	 
lmo1799	-1.1948901303013706	0.16890788362753928	-1.7950521583584997	1.6467041247272348E-48	1.5022738181842363	0.5	0.5	-	1869532	1872243	2712			peptidoglycan binding protein				ATG	 
lmo1800	0.12325810753985067	0.8712175643757827	-0.3563634900069994	0.2869756117211455	-2.8911971562745538	1.0	1.0	-	1872724	1873620	897			protein-tyrosine phosphatase				ATG	 
lmo1801	1.0637440059712802	0.20396273966642076	0.8550254066249998	7.500895852230614E-7	0.803788695236215	0.5000111284317463	0.5010752534204173	-	1873764	1875116	1353	ffh		signal recognition particle protein Ffh				ATG	 
lmo1802	1.66960235260097	0.08907890635080284	1.4762853012985	2.4093713224970564E-6	0.8842137165168021	0.5000329132301606	0.5034538337907996	-	1875129	1875461	333			DNA-binding protein				TTG	 
lmo1803	0.28855194870961043	0.7252956922582978	-0.34932020969099975	0.06895792392302753	-1.2105972988681653	0.9180446199349213	1.0	-	1875574	1876560	987			cell division protein FtsY				ATG	 
lmo1804	1.4692988201444805	0.11125716404026154	1.265009914409	1.2434005371103864E-20	0.8609616349413577	0.5	0.5	-	1876575	1880135	3561	smc		chromosome condensation protein Smc				ATG	 
lmo1805	0.4789305945744786	0.5972072167308975	-0.16843313950400018	0.145044786295645	-0.3516859048306364	1.0	1.0	-	1880158	1880847	690	rnc		ribonuclease III				ATG	 
lmo1806	-0.3823349239408387	0.5158712311329883	-0.9500953889209995	0.0056419318181282156	2.4849819606539905	0.5433302608118611	1.0	-	1881041	1881274	234	acpP		acyl carrier protein				ATG	 
lmo1807	0.32469261121041093	0.6835972512634281	-0.04514949093400045	0.7930754009908172	-0.13905302854194662	1.0	1.0	-	1881381	1882124	744			3-ketoacyl-ACP reductase				ATG	 
lmo1808	0.49914244670600993	0.540381106877186	0.11202445480049983	0.0020906080520766094	0.22443383755435478	0.5174427673495534	1.0	-	1882128	1883069	942	fabD		ACP S-malonyltransferase				ATG	 
lmo1809	1.0985023694653098	0.18668243826609254	0.8779192155680002	0.00828267714737494	0.7991964696401364	0.5616282180535374	1.0	-	1883062	1884075	1014	plsX		glycerol-3-phosphate acyltransferase PlsX				ATG	 
lmo1810	1.0894223264878704	0.19672675885115387	0.7517507821810003	1.5381800995777974E-7	0.6900453239328488	0.5000025002704707	0.5002204981172744	-	1884096	1884665	570			fatty acid biosynthesis transcriptional regulator				ATG	 
lmo1811	-0.007552447784199501	0.9938511376003638	-0.14916556916399992	0.1236311289408849	19.750625681394272	1.0	1.0	-	1884846	1886894	2049			ATP-dependent DNA helicase RecG				GTG	 
lmo1812	-0.2825132141175999	0.7724874459870423	-0.46081724630599985	4.380266396955627E-4	1.6311351939600904	0.5041114755525625	1.0	-	1886887	1887777	891			L-serine dehydratase				ATG	 
lmo1813	0.26354299893663935	0.7441095738642183	-0.1168775316045001	0.3773535149093845	-0.44348562502546174	1.0	1.0	-	1887913	1888575	663			phosphoglycerate dehydrogenase				GTG	 
lmo1814	0.5884667596172104	0.47212394549918413	0.20056915737550018	0.01342664530109816	0.34083345252324476	0.5957132361835913	1.0	-	1888615	1890273	1659			hypothetical protein				GTG	 
lmo1815	1.69802921745727	0.047208186403986385	1.6730589976489996	3.0018918498540107E-5	0.9852945876598859	0.5003411568674616	0.5430321196676573	-	1890288	1890653	366			hypothetical protein				ATG	 
lmo1816	-0.13224961510999123	0.8020456722128402	-1.0037362458099999	1.0205074574656831E-4	7.58971014755089	0.5010612421712096	0.6462897440277057	+	1890951	1891139	189	rpmB		50S ribosomal protein L28				ATG	 
lmo1817	0.1835315898783101	0.8432826070396127	-0.3774323296119997	0.09633786010179146	-2.0564979024169885	1.0	1.0	-	1891236	1891880	645			hypothetical protein				ATG	 
lmo1818	0.4819733451835404	0.5613634295319605	0.14311482597400005	0.9066419237337092	0.29693514673410093	1.0	1.0	-	1891944	1892600	657			ribulose-phosphate 3-epimerase				ATG	 
lmo1819	0.7055298046280107	0.43321902276795776	0.8353377657205001	0.5386313329505593	1.1839865024000373	1.0	1.0	-	1892603	1893478	876			ribosome-associated GTPase				GTG	 
lmo1820	1.6862010928873605	0.04471460081962153	1.523371509176	1.587207513980485E-7	0.9034340658429181	0.5000025731288774	0.5002275261971291	-	1893497	1895464	1968			serine/threonine protein kinase				ATG	 
lmo1821	0.3656922630429307	0.6989905061799708	0.3377738179529999	0.020890537271146092	0.9236559043999973	0.6436495886737797	1.0	-	1895461	1896219	759			phosphoprotein phosphatase				ATG	 
lmo1822	1.3193401197197314	0.13885328097950378	1.1296542255635	5.4253474799431E-13	0.8562266914186415	0.5000000000191923	0.5000000007777236	-	1896242	1897576	1335			RNA-binding Sun protein				ATG	 
lmo1823	0.9079096486523817	0.32495105013517245	0.8871002017585001	1.0385286849146446E-9	0.9770798262527893	0.500000024492094	0.5000014887308698	-	1897577	1898515	939	fmt		methionyl-tRNA formyltransferase				ATG	 
