Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1311	1.4562734985618695	2.743986718492304	0.1464324781927524	0.6587144549082201	1.0	1.0	-	1337742	1338947	1206			hypothetical protein				TTG	 
lmo1312	0.7603964161809911	1.693956017138063	0.11271008074365607	0.5901192625307813	1.0	1.0	-	1338925	1339299	375			hypothetical protein				ATG	 
lmo1313	0.9290986573680087	1.9040860217071744	0.2606113557283496	0.8199450019858996	1.0	1.0	+	1339592	1340320	729	pyrH		uridylate kinase				ATG	 
lmo1314	1.3149367771332905	2.4879142769580906	0.11312923651263773	0.5912250356717447	1.0	1.0	+	1340320	1340877	558	frr		ribosome recycling factor				ATG	 
lmo1315	0.3978825474932606	1.3175726813066766	0.6563764547875466	0.9790547014485809	1.0	1.0	+	1341107	1341865	759			UDP pyrophosphate synthase				ATG	 
lmo1316	0.011257066764779111	1.007833325297234	0.9898296506319222	1.0	1.0	1.0	+	1341879	1342667	789	cdsA		phosphatidate cytidylyltransferase				TTG	 
lmo1317	-0.2686924311188186	-1.2047154537222344	0.7598648956709163	0.996523003485916	1.0	1.0	+	1342682	1343824	1143			1-deoxy-D-xylulose 5-phosphate reductoisomerase				ATG	 
lmo1318	-0.09558453346276075	-1.0684982413549307	0.9063175474249524	1.0	1.0	1.0	+	1343838	1345100	1263			hypothetical protein				TTG	 
lmo1319	-0.15505701139589156	-1.113465618501178	0.846929011333021	1.0	1.0	1.0	+	1345140	1346846	1707	proS		prolyl-tRNA synthetase				ATG	 
lmo1320	-0.06698419546814982	-1.0475246515440266	0.9394731559299105	1.0	1.0	1.0	+	1346951	1351285	4335	polC		DNA polymerase III PolC				ATG	 
lmo1321	1.2868090757808588	2.439878109163517	0.12631967451313408	0.6170564169086602	1.0	1.0	+	1351467	1351934	468			hypothetical protein				ATG	 
lmo1322	1.3327286923943493	2.518786242231159	0.11087300551072721	0.5879874005824258	1.0	1.0	+	1351964	1353082	1119	nusA		transcription elongation factor NusA				ATG	 
lmo1323	1.4474995157071113	2.7273493628325682	0.11572932276071568	0.5960479431317295	1.0	1.0	+	1353097	1353381	285			hypothetical protein				ATG	 
lmo1324	1.9670150023175204	3.9095837204661232	0.019592724208810752	0.21589967025445336	1.0	1.0	+	1353374	1353673	300			hypothetical protein				ATG	 
lmo1325	0.4325797971622105	1.3496448270613952	0.5916720920491974	0.9854269230790089	1.0	1.0	+	1353696	1356035	2340	infB		translation initiation factor IF-2				ATG	 
lmo1326	0.44073383335291005	1.357294545896582	0.5844026715007988	0.9790552711118273	1.0	1.0	+	1356032	1356310	279			hypothetical protein				ATG	 
lmo1327	0.7162152349467217	1.642866481645163	0.4285904661753668	0.9252631905009341	1.0	1.0	+	1356327	1356671	345	rbfA		ribosome-binding factor A				TTG	 
lmo1328	1.7099284237499903	3.2714459243642042	0.08111061465670621	0.5113026107960438	1.0	1.0	+	1356769	1357683	915	truB		tRNA pseudouridine synthase B				ATG	 
lmo1329	-0.43735916331853986	-1.3541233502200196	0.6298167298716446	0.9820940622581495	1.0	1.0	+	1357753	1358697	945	ribC		riboflavin kinase				ATG	 
lmo1330	-0.27696847644114087	-1.2116461851072908	0.7299806711667007	0.990613388127413	1.0	1.0	+	1358834	1359103	270	rpsO		30S ribosomal protein S15				ATG	 
lmo1331	0.1547268369209096	1.1132108204668931	0.8535806987667596	1.0	1.0	1.0	+	1359352	1361523	2172	pnpA		polynucleotide phosphorylase				ATG	 
lmo1332	-1.1153751588886411	-2.1665133986576337	0.20751440892780493	0.7583671913746877	1.0	1.0	-	1361564	1362604	1041			GTPase EngC				TTG	 
lmo1333	2.34660479911569	5.086258545221075	0.005492696939363384	0.08425863429299428	0.7187267097270827	1.0	-	1362765	1363244	480			hypothetical protein				GTG	 
lmo1334	2.007550423154221	4.020989093961585	0.021389982659429485	0.22861549135623319	1.0	1.0	-	1363272	1363628	357			hypothetical protein				ATG	 
lmo1335	-0.6060994948674896	-1.5221383508622515	0.3714440413108975	0.8978111517621494	1.0	1.0	+	1363826	1363975	150	rpmG		50S ribosomal protein L33				ATG	 
lmo1336	0.4137619371496992	1.3321549846053664	0.6707799043955041	0.9819913842412039	1.0	1.0	+	1364031	1364570	540			5-formyltetrahydrofolate cyclo-ligase				ATG	 
lmo1337	1.0156030872501116	2.021747864025481	0.22805917663579134	0.7897347614805783	1.0	1.0	+	1364669	1366207	1539			hypothetical protein				TTG	 
lmo1338	1.381459133894742	2.6053173826080407	0.16505003162095866	0.6900547645564492	1.0	1.0	+	1366220	1366432	213			hypothetical protein				GTG	 
lmo1339	0.8160931630715478	1.7606317175169175	0.3523443584330943	0.8907599461217076	1.0	1.0	+	1366457	1367425	969			glucose kinase				ATG	 
lmo1340	0.8222993804090404	1.768221956082859	0.33319441182212284	0.8746737883751572	1.0	1.0	+	1367559	1368650	1092			hypothetical protein				ATG	 
lmo1341	0.25860386250601053	1.1963204305657957	0.06917371545210971	0.483196248231813	1.0	1.0	-	1368668	1368985	318			competence protein ComG				ATG	 
lmo1342	0.35994019131308086	1.2833726926759061	0.11836852114643559	0.5977294948833328	1.0	1.0	-	1368982	1369449	468			competence protein ComGF				GTG	 
lmo1343	0.3226299170068101	1.2506082304589188	0.08373999593073589	0.5220894921734257	1.0	1.0	-	1369412	1369696	285			competence protein ComGE				TTG	 
lmo1344	0.19038679922832102	1.1410696056571945	0.30277687246790164	0.8514289301941091	1.0	1.0	-	1369683	1370111	429			competence protein ComGD				ATG	 
lmo1345	0.6314821101088697	1.549155655617439	0.1552600040361405	0.6768250680810397	1.0	1.0	-	1370108	1370431	324			competence protein ComGC				ATG	 
lmo1346	0.23750221602766075	1.1789497401375113	0.407243514099358	0.9167972112870697	1.0	1.0	-	1370445	1371476	1032	comGB		competence protein ComGB				ATG	 
lmo1347	0.40153459434179073	1.3209122177443189	0.5038093858483603	0.9561616047843047	1.0	1.0	-	1371454	1372476	1023	comGA		competence protein ComGA				ATG	 
lmo1348	-2.453386389983719	-5.477001934694579	8.563243436047197E-4	0.016906459089362627	0.14421220823707848	1.0	+	1373015	1374103	1089	gcvT		glycine cleavage system aminomethyltransferase T				ATG	 
lmo1349	-1.9005139673276314	-3.733461793700731	0.030880142862032	0.29963223944285655	1.0	1.0	+	1374119	1375465	1347			glycine dehydrogenase subunit 1				ATG	 
lmo1350	-2.423615180394539	-5.365137629949867	0.012038686555664757	0.1521154927900218	1.0	1.0	+	1375462	1376928	1467			glycine dehydrogenase subunit 2				ATG	 
lmo1351	-0.02595664787729035	-1.018154604368311	0.9741270399798009	1.0	1.0	1.0	-	1376968	1377348	381			hypothetical protein				GTG	 
lmo1352	0.5860248884259196	1.5011049933670022	0.4857348330592961	0.95193423395215	1.0	1.0	-	1377410	1377682	273			hypothetical protein				TTG	 
lmo1353	0.15165039313400008	1.1108395073943969	0.8737628434449816	1.0	1.0	1.0	-	1377695	1378660	966			hypothetical protein				TTG	 
lmo1354	0.33063764297910936	1.257569072632404	0.6858977475292263	0.9863466344084928	1.0	1.0	+	1378840	1379901	1062			aminopeptidase P				ATG	 
lmo1355	0.20647682549136093	1.1538669068785117	0.7901396451853961	0.9952888840328229	1.0	1.0	+	1380004	1380561	558	efp		elongation factor P				ATG	 
lmo1356	-0.023253623059538597	-1.0162487819048212	0.9772162488931182	1.0	1.0	1.0	+	1380720	1381187	468			acetyl-CoA carboxylase subunit (biotin carboxyl carrier subunit)				ATG	 
lmo1357	0.7676291516831082	1.7024697352044207	0.31965236861202406	0.8671485534007485	1.0	1.0	+	1381201	1382565	1365			acetyl-CoA carboxylase biotin carboxylase subunit				ATG	 
lmo1358	1.028313246294811	2.039638175964163	0.21259690950889243	0.7679962055067105	1.0	1.0	+	1382569	1382976	408			hypothetical protein				ATG	 
lmo1359	0.7527852131718102	1.6850427730427706	0.36140601912415304	0.8937249999518908	1.0	1.0	+	1383007	1383393	387	nusB		transcription antitermination protein NusB				ATG	 
lmo1360	0.41950403026581107	1.3374676810729214	0.6359392886413056	0.9788289021243487	1.0	1.0	+	1383489	1384343	855	folD		bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase				ATG	 
lmo1361	1.8295564247855207	3.554277748073189	0.039737075467420446	0.3560539237981706	1.0	1.0	+	1384362	1385714	1353	xseA		exodeoxyribonuclease VII large subunit				ATG	 
lmo1362	2.0092833155755807	4.025821804808599	0.026367011819266484	0.2715993282687486	1.0	1.0	+	1385704	1385931	228			exodeoxyribonuclease VII small subunit				GTG	 
lmo1363	0.9362685878387307	1.9135725345509704	0.3194399346146026	0.8671485534007485	1.0	1.0	+	1385934	1386815	882			geranyltranstransferase				TTG	 
lmo1364	-0.15635330422863802	-1.1144665411543546	0.7620816963131245	0.994765042524432	1.0	1.0	+	1387014	1387214	201	cspL		cold-shock protein				ATG	 
lmo1365	0.08271549270943979	1.059009471675776	0.9225988434604726	1.0	1.0	1.0	+	1387381	1389210	1830	tktB		1-deoxy-D-xylulose-5-phosphate synthase				GTG	 
lmo1366	0.06249686108568042	1.0442715103724955	0.9454235454428506	0.9983206976605408	1.0	1.0	+	1389207	1390031	825			hypothetical protein				ATG	 
lmo1367	-0.1153403934725894	-1.0832305958107313	0.9018083497303702	1.0	1.0	1.0	+	1390222	1390671	450			arginine repressor ArgR				ATG	 
lmo1368	1.38885469581981	2.6187070840845204	0.1688458037073166	0.6929366712165861	1.0	1.0	+	1390694	1392385	1692	recN		DNA repair protein				TTG	 
lmo1369	1.0671497757451114	2.095289768842654	0.11706364288167359	0.5987112824376769	1.0	1.0	+	1392514	1393380	867			phosphotransbutyrylase				ATG	 
lmo1370	1.4217811874789206	2.679160827639746	0.08823468303107385	0.5360068458490234	1.0	1.0	+	1393517	1394584	1068			butyrate kinase				ATG	 
lmo1371	1.6082201383176606	3.048754829365954	0.03429952721485785	0.32182691706878175	1.0	1.0	+	1394599	1396026	1428			dihydrolipoamide dehydrogenase				GTG	 
lmo1372	1.4116364107657606	2.660387524535503	0.03373575757608682	0.3186403946472254	1.0	1.0	+	1396051	1397046	996			branched-chain alpha-keto acid dehydrogenase subunit E1				ATG	 
lmo1373	1.8370255922271603	3.572726786092823	0.01047918143111426	0.13666198536081578	1.0	1.0	+	1397063	1398046	984			branched-chain alpha-keto acid dehydrogenase subunit E1				ATG	 
lmo1374	1.1217534342156608	2.176112939977559	0.05712907222878982	0.44015705242940234	1.0	1.0	+	1398077	1399327	1251			branched-chain alpha-keto acid dehydrogenase subunit E2				GTG	 
lmo1375	2.0614633141389103	4.174094648059691	0.01968724071287542	0.21541508295105613	1.0	1.0	+	1399699	1400796	1098			aminotripeptidase				ATG	 
lmo1376	-0.5650412130084383	-1.4794297710429367	0.44756893143048826	0.9329451526600783	1.0	1.0	+	1400941	1402359	1419			6-phosphogluconate dehydrogenase				ATG	 
lmo1377	-0.10336074992680011	-1.0742730630193336	0.9137226685075762	1.0	1.0	1.0	+	1402550	1403230	681	lisR		two-component response regulator				ATG	 
lmo1378	0.31473174408922944	1.2437803622452317	0.7410305021748627	0.990013965076661	1.0	1.0	+	1403227	1404678	1452	lisK		two-component sensor histidine kinase				ATG	 
lmo1379	-0.49396043671388945	-1.408305606164087	0.5387654290907021	0.9639614669475054	1.0	1.0	-	1404714	1405541	828			sporulation protein SpoJ				TTG	 
lmo1380	-0.41866583950939074	-1.3366908520005787	0.6149166015381428	0.9841832137965059	1.0	1.0	-	1405578	1405859	282			hypothetical protein				ATG	 
lmo1381	-1.1114017280976896	-2.1605546568270135	0.2627176728441808	0.8207762020835231	1.0	1.0	-	1405945	1406226	282			acylphosphatase				ATG	 
lmo1382	-0.5207203838009917	-1.4346714465541026	0.5550622602974088	0.9711027729387897	1.0	1.0	+	1406366	1406713	348			hypothetical protein				ATG	 
lmo1383	-0.9430056863752299	-1.9225294344026618	0.26871541615891037	0.8232305260126963	1.0	1.0	+	1406742	1407818	1077			isopentenyl pyrophosphate isomerase				ATG	 
lmo1384	-0.0077352430102806125	-1.005376061316059	0.9928492240344142	1.0	1.0	1.0	-	1407859	1408818	960			hypothetical protein				ATG	 
lmo1385	0.13649125602863954	1.0992284551403917	0.8787888335024345	1.0	1.0	1.0	+	1409070	1409996	927			hypothetical protein				GTG	 
lmo1386	-0.1271679226622897	-1.0921476590055654	0.8756606992261344	1.0	1.0	1.0	+	1410148	1412421	2274			DNA translocase				ATG	 
lmo1387	-2.027507367409899	-4.076998334332092	0.04221694711413615	0.36592311172405206	1.0	1.0	-	1412455	1413294	840			pyrroline-5-carboxylate reductase				ATG	 
lmo1388	-0.5951277126525891	-1.5106063040506161	0.34627750943995994	0.8873421549852454	1.0	1.0	+	1413646	1414719	1074	tcsA		CD4+ T cell-stimulating antigen, lipoprotein				GTG	 
lmo1389	0.12406391176606135	1.0898003895850674	0.8776887146997143	1.0	1.0	1.0	+	1415152	1416693	1542			sugar ABC transporter ATP-binding protein				GTG	 
lmo1390	-0.05609064190793944	-1.0396447521140517	0.9442301071165837	1.0	1.0	1.0	+	1416686	1417738	1053			ABC transporter permease				ATG	 
lmo1391	-0.13113453486843873	-1.0951545918969499	0.8715523122811759	1.0	1.0	1.0	+	1417735	1418685	951			sugar ABC transporter permease				ATG	 
lmo1392	1.0851736281299598	2.121630805318627	0.266548304768893	0.8221582880432595	1.0	1.0	+	1418803	1420095	1293			peptidase				ATG	 
lmo1393	1.40036399132633	2.639681728081035	0.1575398450193557	0.6786682153183871	1.0	1.0	+	1420076	1421362	1287			peptidase				ATG	 
lmo1394	1.2226314870661597	2.3337200167558745	0.16724837702662265	0.6931299356948808	1.0	1.0	+	1421454	1422185	732			3-ketoacyl-ACP reductase				TTG	 
lmo1395	1.5743068548729813	2.977923834245133	0.060630924101311656	0.45272491466151693	1.0	1.0	+	1422236	1423165	930			hypothetical protein				TTG	 
lmo1396	0.03708607420092136	1.0260393591633192	0.9691769077010823	1.0	1.0	1.0	+	1423255	1423833	579			phosphatidylglycerophosphate synthase				ATG	 
lmo1397	0.8624787924669599	1.8181595320194932	0.3942328236240962	0.9090056103514236	1.0	1.0	+	1423902	1425146	1245	cinA		competence damage-inducible protein CinA				ATG	 
lmo1398	-0.6585708199915388	-1.5785181182221282	0.3869357153960745	0.9076388109497028	1.0	1.0	+	1425419	1426465	1047	recA		recombinase A				GTG	 
lmo1399	-0.1315806574135383	-1.0954932973670213	0.8256949839174273	1.0	1.0	1.0	+	1426766	1428328	1563			phosphodiesterase				ATG	 
lmo1400	0.7900401791949108	1.7291226181754995	0.3589398408680058	0.8938335895408518	1.0	1.0	+	1428442	1428939	498			N-acetyltransferase				TTG	 
lmo1401	0.6721818705024099	1.5934810589541086	0.41797288866651106	0.9239355221103099	1.0	1.0	+	1428945	1429748	804			hypothetical protein				ATG	 
lmo1402	-0.0904747768113996	-1.0647205139004858	0.9159739500582904	1.0	1.0	1.0	+	1429765	1430127	363			hypothetical protein				TTG	 
lmo1403	0.7177553901066194	1.6446212671663785	0.4242051020040791	0.9254177801207338	1.0	1.0	+	1430237	1432819	2583	mutS		DNA mismatch repair protein MutS				ATG	 
lmo1404	1.2158653163909197	2.32280060736869	0.16935146821199987	0.6937553661768237	1.0	1.0	+	1432839	1434644	1806	mutL		DNA mismatch repair protein				ATG	 
lmo1405	0.6521057468826594	1.571460214245945	0.4383354237020507	0.9320774940799778	1.0	1.0	+	1434661	1435209	549			anti-terminator regulatory protein				TTG	 
lmo1406	0.9547261165386409	1.9382116458403067	0.09105847716854898	0.5404577256580056	1.0	1.0	+	1435635	1437866	2232	pflB		pyruvate formate-lyase				ATG	 
lmo1407	1.2586290932410407	2.3926827054671986	0.08901322456749328	0.5376886003297929	1.0	1.0	+	1437943	1438689	747	pflC		pyruvate-formate lyase activating enzyme				ATG	 
lmo1408	-0.5115217963534793	-1.4255531173530611	0.6123816533597002	0.9860835830631096	1.0	1.0	-	1438724	1439254	531			hypothetical protein				ATG	 
lmo1409	-0.8059797141771687	-1.7483326572359428	0.3781328792644526	0.9033880468477636	1.0	1.0	+	1439421	1440614	1194			multidrug transporter				ATG	 
lmo1410	-0.16943062759420968	-1.1246145579753966	0.8582161746477559	1.0	1.0	1.0	+	1440748	1441296	549			hypothetical protein				ATG	 
lmo1411	0.82288301685292	1.7689374278345456	0.4057325046682181	0.9169296588010684	1.0	1.0	+	1441313	1441540	228			hypothetical protein				ATG	 
lmo1412	1.3251993852302597	2.5056751459194175	0.1687467891841712	0.6936829767917646	1.0	1.0	+	1441581	1442114	534			modulates DNA topology				ATG	 
lmo1413	1.1967154820706298	2.2921722811642864	0.22641879642605467	0.7888586252932271	1.0	1.0	-	1442368	1443687	1320			peptidoglycan binding protein				ATG	 
lmo1414	-0.5525713827277396	-1.4666975311430326	0.5219066150987417	0.96103807667822	1.0	1.0	-	1443873	1445042	1170			acetyl-CoA:acetyltransferase				ATG	 
lmo1415	-0.6360557596905902	-1.554074600881465	0.4335942641014978	0.9275458937852207	1.0	1.0	+	1445192	1446358	1167			hydroxy-3-methylglutaryl-CoA synthase				ATG	 
lmo1416	-0.6963396815446794	-1.6203884216810733	0.49010659032352843	0.950459097059885	1.0	1.0	-	1446383	1446982	600			hypothetical protein				ATG	 
lmo1417	-0.171289865059439	-1.1260648113927867	0.8650368032555205	1.0	1.0	1.0	-	1447052	1448296	1245			hypothetical protein				TTG	 
lmo1418	0.20826851524036982	1.1553007897996639	0.8365977175661106	1.0	1.0	1.0	-	1448315	1449583	1269			hypothetical protein				ATG	 
lmo1419	-0.30996392942868845	-1.2396767048882504	0.7297159168860268	0.9909819570460748	1.0	1.0	-	1449647	1450684	1038			hypothetical protein				TTG	 
lmo1420	0.021525988507960392	1.0150325472573707	0.9810241906105139	1.0	1.0	1.0	-	1450701	1451597	897	murB		UDP-N-acetylenolpyruvoylglucosamine reductase				ATG	 
lmo1421	-0.1602898640993189	-1.1175116442622537	0.8600919951100541	1.0	1.0	1.0	+	1451813	1452799	987			glycine/betaine ABC transporter ATP-binding protein				ATG	 
lmo1422	0.5607225905918316	1.4750078071266512	0.5613087038378199	0.9748731982433406	1.0	1.0	+	1452796	1454310	1515			glycine/betaine ABC transporter permease				ATG	 
lmo1423	0.8571103118316614	1.8114064651087316	0.2726285693219406	0.8236801515220797	1.0	1.0	-	1454347	1455177	831			hypothetical protein				ATG	 
lmo1424	0.3809046536513403	1.3021581283279748	0.6020700031577486	0.9888630898164839	1.0	1.0	-	1455316	1456662	1347			manganese transporter				ATG	 
lmo1425	1.4760961173452607	2.7819492803517276	0.04111144613584128	0.3618570940068011	1.0	1.0	-	1456775	1457446	672	opuCD		glycine/betaine ABC transporter permease				ATG	 
lmo1426	1.605180342027161	3.0423377857906484	0.04633851222279173	0.38296625072499096	1.0	1.0	-	1457461	1458387	927	opuCC		glycine/betaine ABC transporter substrate-binding protein				ATG	 
lmo1427	1.468379833729811	2.7671096886442847	0.07761320845724562	0.5028924296038665	1.0	1.0	-	1458389	1459045	657	opuCB		glycine/betaine ABC transporter permease				ATG	 
lmo1428	1.1854965354701612	2.2744166026576504	0.15212587399863686	0.6715743164256593	1.0	1.0	-	1459049	1460242	1194	opuCA		glycine/betaine ABC transporter ATP-binding protein				GTG	 
lmo1429	-0.2523930303516604	-1.1911813161668712	0.8029884814340776	0.998642280278689	1.0	1.0	-	1460534	1461094	561			hypothetical protein				ATG	 
lmo1430	0.7811097444055903	1.7184522259084654	0.43057005557188965	0.9254724041766053	1.0	1.0	-	1461343	1461726	384			hypothetical protein				ATG	 
lmo1431	0.06505700148586158	1.0461262718635507	0.9369702347350064	1.0	1.0	1.0	+	1461866	1463467	1602			ABC transporter ATP-binding protein				ATG	 
lmo1432	0.23847638202881072	1.179746083483124	0.770408530693359	0.9946736842694004	1.0	1.0	-	1463506	1464156	651			hypothetical protein				ATG	 
lmo1433	0.5324282320007399	1.4463615511578782	0.568522027425447	0.9737455043295397	1.0	1.0	-	1464209	1465549	1341			glutathione reductase				GTG	 
lmo1434	0.4460748256342093	1.3623286902273664	0.5827234667901275	0.9779709658112944	1.0	1.0	-	1465638	1467305	1668			hypothetical protein				TTG	 
lmo1435	1.0622920948443095	2.0882466083058886	0.19818908099175792	0.7443217401051093	1.0	1.0	-	1467325	1468206	882	dapA		dihydrodipicolinate synthase				ATG	 
lmo1436	1.0562763331355196	2.0795571496131346	0.20231297686833383	0.751863782008723	1.0	1.0	-	1468221	1469432	1212			aspartate kinase				ATG	 
lmo1437	0.703054869647751	1.6279482842999742	0.42298126472449105	0.9260041589900241	1.0	1.0	-	1469444	1470487	1044			aspartate-semialdehyde dehydrogenase				ATG	 
lmo1438	-0.07830416895889059	-1.0557762875605683	0.9240006179593382	1.0	1.0	1.0	-	1470685	1472850	2166			penicillin-binding protein				GTG	 
lmo1439	-0.5275443380174902	-1.4414735233778353	0.3805170317578197	0.9029378334583301	1.0	1.0	-	1472980	1473588	609	sod		superoxide dismutase				ATG	 
lmo1440	-0.2915577373686382	-1.2239611258110805	0.7197684846682203	0.9875916522472272	1.0	1.0	+	1473889	1474689	801			hypothetical protein				ATG	 
lmo1441	-0.7784554103137911	-1.715293448281788	0.423775579928662	0.9253409936537527	1.0	1.0	+	1474802	1475908	1107	ispG		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase				TTG	 
lmo1442	-0.9145238505917792	-1.8849468582495401	0.347965873665089	0.8885459185925578	1.0	1.0	+	1475944	1476651	708			transporter				TTG	 
lmo1443	-1.2982260400162904	-2.4592630191959124	0.1719098844264988	0.6935584452659643	1.0	1.0	+	1476642	1476968	327			hypothetical protein				ATG	 
lmo1444	0.6690850031154101	1.590064185194756	0.30902752726231864	0.8579738867253631	1.0	1.0	-	1477050	1477934	885			foldase				TTG	 
lmo1445	0.004879679778809987	1.0033880628346323	0.996119088160565	1.0	1.0	1.0	-	1478071	1478496	426	zurR		ZurR family transcriptional regulator				ATG	 
lmo1446	0.04916127696592909	1.034663238685928	0.9610454260497703	1.0	1.0	1.0	-	1478477	1479355	879	zurM		metal (zinc) transport protein (ABC transporter, permease)				TTG	 
lmo1447	0.5732790103851606	1.4879014877090353	0.563379937291526	0.9719780763789948	1.0	1.0	-	1479330	1480103	774	zurA		metal (zinc) transport protein(ABC transporter, ATP-binding protein)				ATG	 
lmo1448	0.32189737318540956	1.2499733819570489	0.6926145885659278	0.9875141801870274	1.0	1.0	-	1480246	1481172	927			manganese-dependent inorganic pyrophosphatase				ATG	 
lmo1449	0.9592624117046498	1.9443155952356208	0.24928489962646405	0.8127121387786373	1.0	1.0	-	1481188	1482081	894			endonuclease IV				ATG	 
lmo1450	1.2703614339998097	2.412219905802701	0.12520140327039853	0.61481304231758	1.0	1.0	-	1482096	1483403	1308			DEAD/DEAH box helicase				ATG	 
lmo1451	-0.35082398189578967	-1.2752887887252244	0.722219078858948	0.9880985761289649	1.0	1.0	+	1483549	1484544	996	ispH		4-hydroxy-3-methylbut-2-enyl diphosphate reductase				ATG	 
lmo1452	0.5560866496412	1.47027563989552	0.51705578676096	0.9595232387476561	1.0	1.0	-	1484590	1485711	1122			hypothetical protein				ATG	 
lmo1453	1.6528953613797803	3.1446410795836557	0.06355767850234129	0.4607213456718727	1.0	1.0	-	1485708	1486412	705			hypothetical protein				ATG	 
lmo1454	0.37818281235040985	1.2997037451059077	0.6086536486418839	0.9888013274793576	1.0	1.0	-	1486480	1487604	1125	rpoD		RNA polymerase sigma factor RpoD				ATG	 
lmo1455	1.3505264695453096	2.5500516519628778	0.10389535773498282	0.5780322936214406	1.0	1.0	-	1487699	1489579	1881	dnaG		DNA primase				ATG	 
lmo1456	0.8576980308237605	1.8121445385247572	0.2998115654304718	0.8506629546096122	1.0	1.0	-	1489599	1490039	441			hypothetical protein				GTG	 
lmo1457	0.44766526428460907	1.3638313604902574	0.5813224121232867	0.9768861221851582	1.0	1.0	-	1490229	1491053	825			hypothetical protein				ATG	 
lmo1458	0.2714728171643497	1.207039440215158	0.7515832173843926	0.9911804482151537	1.0	1.0	-	1491087	1493153	2067	glyS		glycyl-tRNA synthetase subunit beta				ATG	 
lmo1459	-1.3418328504173207	-2.5347313549518087	0.1669778855009757	0.6930191656631737	1.0	1.0	-	1493146	1494036	891	glyQ		glycyl-tRNA synthetase subunit alpha				ATG	 
lmo1460	0.42775601220901116	1.3451396999988603	0.6020830138840427	0.9888630898164839	1.0	1.0	-	1494317	1495084	768	recO		DNA repair protein RecO				ATG	 
lmo1461	-0.938560686141658	-1.9166151612398843	0.33001193078854096	0.8687258511405759	1.0	1.0	+	1495221	1495850	630			hypothetical protein				ATG	 
lmo1462	0.21336034417361027	1.1593854972531976	0.7930367178457374	0.9957311190148567	1.0	1.0	-	1495899	1496804	906	era		GTP-binding protein Era				ATG	 
lmo1463	1.0308726691055288	2.0432598212984643	0.2467767561403047	0.8130329244928011	1.0	1.0	-	1496801	1497196	396			cytidine deaminase				ATG	 
lmo1464	1.9500324131811908	3.8638321238468443	0.028370084650186644	0.2820145127988833	1.0	1.0	-	1497221	1497616	396			diacylglycerol kinase				ATG	 
lmo1465	1.8434238584416107	3.588606803128305	0.04274479540385512	0.36493529529477514	1.0	1.0	-	1497594	1498079	486			metalloprotease				ATG	 
lmo1466	2.1209142206646012	4.349694932854914	0.019038242993248522	0.21142861261642792	1.0	1.0	-	1498096	1500252	2157			hypothetical protein				GTG	 
lmo1467	1.0470403810282303	2.0662866099125363	0.2436323256053352	0.813258666377221	1.0	1.0	-	1500268	1501227	960			phosphate starvation-induced protein PhoH				ATG	 
lmo1468	-0.08365758953843816	-1.0597012431584902	0.880291663445617	0.9995815344463927	1.0	1.0	-	1501415	1501861	447			hypothetical protein				TTG	 
lmo1469	-0.15391213616123878	-1.1125823593940678	0.6655762775113852	0.9807610025851472	1.0	1.0	-	1501881	1502054	174	rpsU		30S ribosomal protein S21				ATG	 
lmo1470	1.1537520909829286	2.2249178841339767	0.17967040481429208	0.7055289515014259	1.0	1.0	-	1502252	1503019	768			16S ribosomal RNA methyltransferase RsmE				ATG	 
lmo1471	1.661652184735532	3.1637863644891437	0.05301759850566201	0.4140907487681239	1.0	1.0	-	1503020	1503964	945	prmA		ribosomal protein L11 methyltransferase				ATG	 
lmo1472	0.7911396278362091	1.7304408497013437	0.30454665472370857	0.8513531360663751	1.0	1.0	-	1504037	1505170	1134	dnaJ		molecular chaperone DnaJ				ATG	 
lmo1473	1.7971522356516605	3.4753354446029587	0.00798510101729244	0.11294349349334531	0.9634087490817974	1.0	-	1505312	1507153	1842	dnaK		molecular chaperone DnaK				ATG	 
lmo1474	2.2178590777404104	4.652025734742719	0.008304095516830534	0.11687397799182776	0.9969358079396988	1.0	-	1507187	1507762	576	grpE		heat shock protein GrpE				GTG	 
lmo1475	1.4558198263637205	2.743123975681438	0.0800206546916753	0.5066786665666657	1.0	1.0	-	1507804	1508841	1038	hrcA		heat-inducible transcription repressor				ATG	 
lmo1476	0.2099932599251204	1.1566827800281412	0.8296826154372936	1.0	1.0	1.0	-	1508988	1510145	1158	hemN		coproporphyrinogen III oxidase				ATG	 
lmo1477	0.4622114641283197	1.3776519619741232	0.374378101621335	0.9008970123179498	1.0	1.0	-	1510234	1511262	1029			oxidoreductase				ATG	 
lmo1478	-3.2096536696702707	-9.251284360837225	2.632454934037298E-7	1.2684863351640744E-5	1.0820196857641734E-4	7.484069377468039E-4	+	1511375	1511812	438			MerR family transcriptional regulator				ATG	 
